Radius	Barionic density	Energy	Pressure	Energy density	Rest mass
7.10000000E-01	5.51043354E+15	1.06056046E+52	2.02650336E+36	6.97903404E+36	4.23006932E-03
7.20000000E-01	5.50634875E+15	1.10537471E+52	2.02350005E+36	6.97235950E+36	4.41031021E-03
7.30000000E-01	5.50220942E+15	1.15140687E+52	2.02045891E+36	6.96559813E+36	4.59555520E-03
7.40000000E-01	5.49801568E+15	1.19867143E+52	2.01738013E+36	6.95875019E+36	4.78586971E-03
7.50000000E-01	5.49376761E+15	1.24718276E+52	2.01426386E+36	6.95181595E+36	4.98131898E-03
7.60000000E-01	5.48946535E+15	1.29695516E+52	2.01111028E+36	6.94479569E+36	5.18196807E-03
7.70000000E-01	5.48510898E+15	1.34800279E+52	2.00791957E+36	6.93768967E+36	5.38788188E-03
7.80000000E-01	5.48069864E+15	1.40033975E+52	2.00469190E+36	6.93049818E+36	5.59912513E-03
7.90000000E-01	5.47623442E+15	1.45398002E+52	2.00142745E+36	6.92322150E+36	5.81576234E-03
8.00000000E-01	5.47171645E+15	1.50893747E+52	1.99812640E+36	6.91585990E+36	6.03785788E-03
8.10000000E-01	5.46714485E+15	1.56522588E+52	1.99478894E+36	6.90841368E+36	6.26547590E-03
8.20000000E-01	5.46251972E+15	1.62285893E+52	1.99141524E+36	6.90088312E+36	6.49868038E-03
8.30000000E-01	5.45784119E+15	1.68185017E+52	1.98800549E+36	6.89326853E+36	6.73753511E-03
8.40000000E-01	5.45310938E+15	1.74221307E+52	1.98455989E+36	6.88557019E+36	6.98210369E-03
8.50000000E-01	5.44832442E+15	1.80396098E+52	1.98107861E+36	6.87778840E+36	7.23244951E-03
8.60000000E-01	5.44348642E+15	1.86710714E+52	1.97756186E+36	6.86992347E+36	7.48863578E-03
8.70000000E-01	5.43859550E+15	1.93166468E+52	1.97400982E+36	6.86197570E+36	7.75072549E-03
8.80000000E-01	5.43365181E+15	1.99764663E+52	1.97042269E+36	6.85394540E+36	8.01878145E-03
8.90000000E-01	5.42865545E+15	2.06506590E+52	1.96680067E+36	6.84583287E+36	8.29286625E-03
9.00000000E-01	5.42360657E+15	2.13393529E+52	1.96314395E+36	6.83763844E+36	8.57304227E-03
9.10000000E-01	5.41850528E+15	2.20426748E+52	1.95945274E+36	6.82936242E+36	8.85937170E-03
9.20000000E-01	5.41335173E+15	2.27607504E+52	1.95572723E+36	6.82100513E+36	9.15191648E-03
9.30000000E-01	5.40814604E+15	2.34937043E+52	1.95196763E+36	6.81256689E+36	9.45073838E-03
9.40000000E-01	5.40288835E+15	2.42416600E+52	1.94817415E+36	6.80404803E+36	9.75589891E-03
9.50000000E-01	5.39757878E+15	2.50047395E+52	1.94434698E+36	6.79544887E+36	1.00674594E-02
9.60000000E-01	5.39221749E+15	2.57830641E+52	1.94048635E+36	6.78676975E+36	1.03854809E-02
9.70000000E-01	5.38680460E+15	2.65767536E+52	1.93659246E+36	6.77801099E+36	1.07100243E-02
9.80000000E-01	5.38134026E+15	2.73859266E+52	1.93266551E+36	6.76917294E+36	1.10411503E-02
9.90000000E-01	5.37582460E+15	2.82107006E+52	1.92870573E+36	6.76025593E+36	1.13789191E-02
1.00000000E+00	5.37025777E+15	2.90511919E+52	1.92471333E+36	6.75126031E+36	1.17233911E-02
1.01000000E+00	5.36463990E+15	2.99075156E+52	1.92068852E+36	6.74218642E+36	1.20746261E-02
1.02000000E+00	5.35897115E+15	3.07797853E+52	1.91663153E+36	6.73303460E+36	1.24326839E-02
1.03000000E+00	5.35325165E+15	3.16681138E+52	1.91254257E+36	6.72380521E+36	1.27976238E-02
1.04000000E+00	5.34748156E+15	3.25726123E+52	1.90842185E+36	6.71449860E+36	1.31695051E-02
1.05000000E+00	5.34166101E+15	3.34933909E+52	1.90426962E+36	6.70511512E+36	1.35483868E-02
1.06000000E+00	5.33579017E+15	3.44305584E+52	1.90008608E+36	6.69565512E+36	1.39343276E-02
1.07000000E+00	5.32986917E+15	3.53842225E+52	1.89587146E+36	6.68611898E+36	1.43273859E-02
1.08000000E+00	5.32389818E+15	3.63544893E+52	1.89162599E+36	6.67650705E+36	1.47276200E-02
1.09000000E+00	5.31787734E+15	3.73414639E+52	1.88734990E+36	6.66681970E+36	1.51350878E-02
1.10000000E+00	5.31180680E+15	3.83452500E+52	1.88304341E+36	6.65705729E+36	1.55498470E-02
1.11000000E+00	5.30568673E+15	3.93659500E+52	1.87870676E+36	6.64722019E+36	1.59719551E-02
1.12000000E+00	5.29951727E+15	4.04036651E+52	1.87434018E+36	6.63730877E+36	1.64014693E-02
1.13000000E+00	5.29329859E+15	4.14584949E+52	1.86994390E+36	6.62732342E+36	1.68384463E-02
1.14000000E+00	5.28703084E+15	4.25305381E+52	1.86551815E+36	6.61726450E+36	1.72829430E-02
1.15000000E+00	5.28071419E+15	4.36198918E+52	1.86106317E+36	6.60713240E+36	1.77350156E-02
1.16000000E+00	5.27434879E+15	4.47266518E+52	1.85657921E+36	6.59692749E+36	1.81947202E-02
1.17000000E+00	5.26793480E+15	4.58509127E+52	1.85206648E+36	6.58665017E+36	1.86621127E-02
1.18000000E+00	5.26147239E+15	4.69927676E+52	1.84752525E+36	6.57630080E+36	1.91372486E-02
1.19000000E+00	5.25496172E+15	4.81523083E+52	1.84295574E+36	6.56587980E+36	1.96201831E-02
1.20000000E+00	5.24840296E+15	4.93296253E+52	1.83835819E+36	6.55538754E+36	2.01109713E-02
1.21000000E+00	5.24179628E+15	5.05248077E+52	1.83373286E+36	6.54482441E+36	2.06096678E-02
1.22000000E+00	5.23514184E+15	5.17379433E+52	1.82907998E+36	6.53419082E+36	2.11163269E-02
1.23000000E+00	5.22843981E+15	5.29691184E+52	1.82439980E+36	6.52348715E+36	2.16310028E-02
1.24000000E+00	5.22169036E+15	5.42184181E+52	1.81969257E+36	6.51271382E+36	2.21537494E-02
1.25000000E+00	5.21489366E+15	5.54859259E+52	1.81495852E+36	6.50187121E+36	2.26846200E-02
1.26000000E+00	5.20804989E+15	5.67717241E+52	1.81019792E+36	6.49095973E+36	2.32236680E-02
1.27000000E+00	5.20115922E+15	5.80758936E+52	1.80541101E+36	6.47997980E+36	2.37709461E-02
1.28000000E+00	5.19422181E+15	5.93985138E+52	1.80059804E+36	6.46893180E+36	2.43265071E-02
1.29000000E+00	5.18723786E+15	6.07396627E+52	1.79575927E+36	6.45781616E+36	2.48904031E-02
1.30000000E+00	5.18020753E+15	6.20994170E+52	1.79089494E+36	6.44663328E+36	2.54626863E-02
1.31000000E+00	5.17313100E+15	6.34778520E+52	1.78600530E+36	6.43538358E+36	2.60434081E-02
1.32000000E+00	5.16600846E+15	6.48750415E+52	1.78109062E+36	6.42406747E+36	2.66326201E-02
1.33000000E+00	5.15884007E+15	6.62910578E+52	1.77615114E+36	6.41268537E+36	2.72303731E-02
1.34000000E+00	5.15162603E+15	6.77259720E+52	1.77118713E+36	6.40123770E+36	2.78367180E-02
1.35000000E+00	5.14436651E+15	6.91798537E+52	1.76619884E+36	6.38972487E+36	2.84517051E-02
1.36000000E+00	5.13706169E+15	7.06527710E+52	1.76118652E+36	6.37814732E+36	2.90753844E-02
1.37000000E+00	5.12971177E+15	7.21447906E+52	1.75615044E+36	6.36650546E+36	2.97078056E-02
1.38000000E+00	5.12231692E+15	7.36559777E+52	1.75109086E+36	6.35479972E+36	3.03490183E-02
1.39000000E+00	5.11487734E+15	7.51863962E+52	1.74600803E+36	6.34303053E+36	3.09990713E-02
1.40000000E+00	5.10739320E+15	7.67361085E+52	1.74090222E+36	6.33119831E+36	3.16580135E-02
1.41000000E+00	5.09986471E+15	7.83051755E+52	1.73577369E+36	6.31930351E+36	3.23258931E-02
1.42000000E+00	5.09229204E+15	7.98936567E+52	1.73062270E+36	6.30734654E+36	3.30027583E-02
1.43000000E+00	5.08467539E+15	8.15016102E+52	1.72544951E+36	6.29532784E+36	3.36886567E-02
1.44000000E+00	5.07701494E+15	8.31290925E+52	1.72025439E+36	6.28324786E+36	3.43836357E-02
1.45000000E+00	5.06931090E+15	8.47761588E+52	1.71503760E+36	6.27110702E+36	3.50877422E-02
1.46000000E+00	5.06156345E+15	8.64428627E+52	1.70979940E+36	6.25890577E+36	3.58010229E-02
1.47000000E+00	5.05377279E+15	8.81292565E+52	1.70454008E+36	6.24664454E+36	3.65235240E-02
1.48000000E+00	5.04593911E+15	8.98353908E+52	1.69925987E+36	6.23432379E+36	3.72552914E-02
1.49000000E+00	5.03806262E+15	9.15613151E+52	1.69395907E+36	6.22194394E+36	3.79963708E-02
1.50000000E+00	5.03014350E+15	9.33070770E+52	1.68863793E+36	6.20950545E+36	3.87468072E-02
1.51000000E+00	5.02218195E+15	9.50727229E+52	1.68329672E+36	6.19700876E+36	3.95066455E-02
1.52000000E+00	5.01417818E+15	9.68582977E+52	1.67793571E+36	6.18445431E+36	4.02759302E-02
1.53000000E+00	5.00613238E+15	9.86638447E+52	1.67255516E+36	6.17184257E+36	4.10547052E-02
1.54000000E+00	4.99804476E+15	1.00489406E+53	1.66715536E+36	6.15917397E+36	4.18430144E-02
1.55000000E+00	4.98991552E+15	1.02335022E+53	1.66173656E+36	6.14644898E+36	4.26409010E-02
1.56000000E+00	4.98174485E+15	1.04200731E+53	1.65629905E+36	6.13366803E+36	4.34484079E-02
1.57000000E+00	4.97353297E+15	1.06086572E+53	1.65084308E+36	6.12083159E+36	4.42655778E-02
1.58000000E+00	4.96528007E+15	1.07992579E+53	1.64536893E+36	6.10794011E+36	4.50924526E-02
1.59000000E+00	4.95698637E+15	1.09918789E+53	1.63987687E+36	6.09499404E+36	4.59290744E-02
1.60000000E+00	4.94865207E+15	1.11865233E+53	1.63436718E+36	6.08199385E+36	4.67754843E-02
1.61000000E+00	4.94027737E+15	1.13831943E+53	1.62884012E+36	6.06893999E+36	4.76317233E-02
1.62000000E+00	4.93186249E+15	1.15818949E+53	1.62329597E+36	6.05583292E+36	4.84978322E-02
1.63000000E+00	4.92340764E+15	1.17826280E+53	1.61773500E+36	6.04267311E+36	4.93738510E-02
1.64000000E+00	4.91491302E+15	1.19853964E+53	1.61215748E+36	6.02946101E+36	5.02598194E-02
1.65000000E+00	4.90637884E+15	1.21902025E+53	1.60656369E+36	6.01619708E+36	5.11557770E-02
1.66000000E+00	4.89780532E+15	1.23970488E+53	1.60095390E+36	6.00288180E+36	5.20617626E-02
1.67000000E+00	4.88919266E+15	1.26059375E+53	1.59532839E+36	5.98951561E+36	5.29778148E-02
1.68000000E+00	4.88054109E+15	1.28168708E+53	1.58968742E+36	5.97609900E+36	5.39039717E-02
1.69000000E+00	4.87185082E+15	1.30298506E+53	1.58403128E+36	5.96263243E+36	5.48402710E-02
1.70000000E+00	4.86312205E+15	1.32448788E+53	1.57836023E+36	5.94911636E+36	5.57867501E-02
1.71000000E+00	4.85435501E+15	1.34619570E+53	1.57267455E+36	5.93555126E+36	5.67434457E-02
1.72000000E+00	4.84554992E+15	1.36810868E+53	1.56697452E+36	5.92193760E+36	5.77103944E-02
1.73000000E+00	4.83670698E+15	1.39022695E+53	1.56126041E+36	5.90827586E+36	5.86876320E-02
1.74000000E+00	4.82782643E+15	1.41255064E+53	1.55553249E+36	5.89456649E+36	5.96751943E-02
1.75000000E+00	4.81890847E+15	1.43507985E+53	1.54979104E+36	5.88080998E+36	6.06731164E-02
1.76000000E+00	4.80995332E+15	1.45781469E+53	1.54403633E+36	5.86700679E+36	6.16814329E-02
1.77000000E+00	4.80096122E+15	1.48075522E+53	1.53826864E+36	5.85315739E+36	6.27001781E-02
1.78000000E+00	4.79193237E+15	1.50390151E+53	1.53248824E+36	5.83926227E+36	6.37293859E-02
1.79000000E+00	4.78286700E+15	1.52725361E+53	1.52669541E+36	5.82532189E+36	6.47690896E-02
1.80000000E+00	4.77376533E+15	1.55081156E+53	1.52089042E+36	5.81133673E+36	6.58193221E-02
1.81000000E+00	4.76462759E+15	1.57457538E+53	1.51507354E+36	5.79730726E+36	6.68801160E-02
1.82000000E+00	4.75545400E+15	1.59854507E+53	1.50924505E+36	5.78323397E+36	6.79515032E-02
1.83000000E+00	4.74624479E+15	1.62272062E+53	1.50340523E+36	5.76911731E+36	6.90335153E-02
1.84000000E+00	4.73700017E+15	1.64710201E+53	1.49755435E+36	5.75495778E+36	7.01261834E-02
1.85000000E+00	4.72772038E+15	1.67168920E+53	1.49169267E+36	5.74075585E+36	7.12295382E-02
1.86000000E+00	4.71840565E+15	1.69648214E+53	1.48582048E+36	5.72651200E+36	7.23436097E-02
1.87000000E+00	4.70905620E+15	1.72148076E+53	1.47993805E+36	5.71222669E+36	7.34684279E-02
1.88000000E+00	4.69967225E+15	1.74668497E+53	1.47404565E+36	5.69790043E+36	7.46040217E-02
1.89000000E+00	4.69025404E+15	1.77209469E+53	1.46814356E+36	5.68353367E+36	7.57504201E-02
1.90000000E+00	4.68080180E+15	1.79770980E+53	1.46223204E+36	5.66912690E+36	7.69076514E-02
1.91000000E+00	4.67131576E+15	1.82353018E+53	1.45631137E+36	5.65468060E+36	7.80757432E-02
1.92000000E+00	4.66179615E+15	1.84955568E+53	1.45038182E+36	5.64019526E+36	7.92547229E-02
1.93000000E+00	4.65224320E+15	1.87578616E+53	1.44444367E+36	5.62567134E+36	8.04446175E-02
1.94000000E+00	4.64265714E+15	1.90222144E+53	1.43849718E+36	5.61110933E+36	8.16454531E-02
1.95000000E+00	4.63303820E+15	1.92886135E+53	1.43254263E+36	5.59650970E+36	8.28572557E-02
1.96000000E+00	4.62338663E+15	1.95570568E+53	1.42658028E+36	5.58187295E+36	8.40800507E-02
1.97000000E+00	4.61370264E+15	1.98275423E+53	1.42061041E+36	5.56719955E+36	8.53138628E-02
1.98000000E+00	4.60398649E+15	2.01000676E+53	1.41463328E+36	5.55248998E+36	8.65587166E-02
1.99000000E+00	4.59423839E+15	2.03746305E+53	1.40864917E+36	5.53774472E+36	8.78146358E-02
2.00000000E+00	4.58445860E+15	2.06512283E+53	1.40265835E+36	5.52296425E+36	8.90816438E-02
2.01000000E+00	4.57464733E+15	2.09298585E+53	1.39666107E+36	5.50814906E+36	9.03597635E-02
2.02000000E+00	4.56480484E+15	2.12105182E+53	1.39065762E+36	5.49329962E+36	9.16490172E-02
2.03000000E+00	4.55493136E+15	2.14932044E+53	1.38464826E+36	5.47841641E+36	9.29494267E-02
2.04000000E+00	4.54502713E+15	2.17779140E+53	1.37863325E+36	5.46349992E+36	9.42610135E-02
2.05000000E+00	4.53509238E+15	2.20646439E+53	1.37261287E+36	5.44855063E+36	9.55837981E-02
2.06000000E+00	4.52512735E+15	2.23533907E+53	1.36658737E+36	5.43356901E+36	9.69178011E-02
2.07000000E+00	4.51513229E+15	2.26441508E+53	1.36055702E+36	5.41855555E+36	9.82630420E-02
2.08000000E+00	4.50510743E+15	2.29369206E+53	1.35452209E+36	5.40351072E+36	9.96195402E-02
2.09000000E+00	4.49505301E+15	2.32316964E+53	1.34848285E+36	5.38843502E+36	1.00987314E-01
2.10000000E+00	4.48496928E+15	2.35284742E+53	1.34243954E+36	5.37332891E+36	1.02366383E-01
2.11000000E+00	4.47485648E+15	2.38272501E+53	1.33639245E+36	5.35819288E+36	1.03756763E-01
2.12000000E+00	4.46471485E+15	2.41280197E+53	1.33034182E+36	5.34302741E+36	1.05158471E-01
2.13000000E+00	4.45454462E+15	2.44307788E+53	1.32428792E+36	5.32783297E+36	1.06571526E-01
2.14000000E+00	4.44434605E+15	2.47355229E+53	1.31823102E+36	5.31261005E+36	1.07995941E-01
2.15000000E+00	4.43411938E+15	2.50422475E+53	1.31217136E+36	5.29735912E+36	1.09431734E-01
2.16000000E+00	4.42386486E+15	2.53509478E+53	1.30610921E+36	5.28208066E+36	1.10878919E-01
2.17000000E+00	4.41358271E+15	2.56616190E+53	1.30004484E+36	5.26677516E+36	1.12337509E-01
2.18000000E+00	4.40327320E+15	2.59742561E+53	1.29397848E+36	5.25144308E+36	1.13807520E-01
2.19000000E+00	4.39293657E+15	2.62888541E+53	1.28791041E+36	5.23608490E+36	1.15288964E-01
2.20000000E+00	4.38257305E+15	2.66054075E+53	1.28184088E+36	5.22070111E+36	1.16781854E-01
2.21000000E+00	4.37218290E+15	2.69239112E+53	1.27577014E+36	5.20529217E+36	1.18286202E-01
2.22000000E+00	4.36176637E+15	2.72443596E+53	1.26969845E+36	5.18985857E+36	1.19802020E-01
2.23000000E+00	4.35132370E+15	2.75667470E+53	1.26362606E+36	5.17440077E+36	1.21329319E-01
2.24000000E+00	4.34085513E+15	2.78910677E+53	1.25755322E+36	5.15891926E+36	1.22868109E-01
2.25000000E+00	4.33036092E+15	2.82173159E+53	1.25148019E+36	5.14341450E+36	1.24418400E-01
2.26000000E+00	4.31984131E+15	2.85454855E+53	1.24540722E+36	5.12788697E+36	1.25980201E-01
2.27000000E+00	4.30929656E+15	2.88755704E+53	1.23933455E+36	5.11233714E+36	1.27553522E-01
2.28000000E+00	4.29872690E+15	2.92075643E+53	1.23326243E+36	5.09676549E+36	1.29138370E-01
2.29000000E+00	4.28813259E+15	2.95414609E+53	1.22719111E+36	5.08117249E+36	1.30734753E-01
2.30000000E+00	4.27751388E+15	2.98772536E+53	1.22112085E+36	5.06555860E+36	1.32342678E-01
2.31000000E+00	4.26687102E+15	3.02149358E+53	1.21505188E+36	5.04992430E+36	1.33962151E-01
2.32000000E+00	4.25620425E+15	3.05545008E+53	1.20898444E+36	5.03427006E+36	1.35593178E-01
2.33000000E+00	4.24551383E+15	3.08959417E+53	1.20291880E+36	5.01859634E+36	1.37235765E-01
2.34000000E+00	4.23480001E+15	3.12392515E+53	1.19685517E+36	5.00290361E+36	1.38889916E-01
2.35000000E+00	4.22406303E+15	3.15844231E+53	1.19079382E+36	4.98719234E+36	1.40555634E-01
2.36000000E+00	4.21330316E+15	3.19314492E+53	1.18473497E+36	4.97146300E+36	1.42232925E-01
2.37000000E+00	4.20252063E+15	3.22803226E+53	1.17867887E+36	4.95571605E+36	1.43921789E-01
2.38000000E+00	4.19171571E+15	3.26310357E+53	1.17262576E+36	4.93995196E+36	1.45622231E-01
2.39000000E+00	4.18088864E+15	3.29835810E+53	1.16657587E+36	4.92417119E+36	1.47334250E-01
2.40000000E+00	4.17003967E+15	3.33379507E+53	1.16052945E+36	4.90837420E+36	1.49057849E-01
2.41000000E+00	4.15916906E+15	3.36941371E+53	1.15448671E+36	4.89256145E+36	1.50793027E-01
2.42000000E+00	4.14827706E+15	3.40521323E+53	1.14844791E+36	4.87673340E+36	1.52539785E-01
2.43000000E+00	4.13736393E+15	3.44119281E+53	1.14241327E+36	4.86089052E+36	1.54298122E-01
2.44000000E+00	4.12642991E+15	3.47735164E+53	1.13638302E+36	4.84503327E+36	1.56068036E-01
2.45000000E+00	4.11547525E+15	3.51368890E+53	1.13035740E+36	4.82916209E+36	1.57849525E-01
2.46000000E+00	4.10450022E+15	3.55020375E+53	1.12433662E+36	4.81327745E+36	1.59642587E-01
2.47000000E+00	4.09350506E+15	3.58689534E+53	1.11832093E+36	4.79737981E+36	1.61447218E-01
2.48000000E+00	4.08249003E+15	3.62376281E+53	1.11231055E+36	4.78146961E+36	1.63263415E-01
2.49000000E+00	4.07145539E+15	3.66080529E+53	1.10630570E+36	4.76554732E+36	1.65091172E-01
2.50000000E+00	4.06040137E+15	3.69802190E+53	1.10030661E+36	4.74961337E+36	1.66930486E-01
2.51000000E+00	4.04932825E+15	3.73541174E+53	1.09431350E+36	4.73366823E+36	1.68781349E-01
2.52000000E+00	4.03823627E+15	3.77297392E+53	1.08832659E+36	4.71771235E+36	1.70643756E-01
2.53000000E+00	4.02712569E+15	3.81070752E+53	1.08234610E+36	4.70174617E+36	1.72517699E-01
2.54000000E+00	4.01599675E+15	3.84861162E+53	1.07637226E+36	4.68577014E+36	1.74403172E-01
2.55000000E+00	4.00484973E+15	3.88668528E+53	1.07040527E+36	4.66978471E+36	1.76300164E-01
2.56000000E+00	3.99368486E+15	3.92492757E+53	1.06444536E+36	4.65379032E+36	1.78208669E-01
