Radius	Barionic density	Energy	Pressure	Energy density	Rest mass	Radius metric	Time metric
0.00000000E+00	4.20000000E-01	0.00000000E+00	1.76400000E-01	5.96400000E-01	0.00000000E+00	3.99637447E-01	1.00000000E+00
1.00000000E-03	4.19997490E-01	2.49818239E-09	1.76397892E-01	5.96395382E-01	1.75928779E-09	3.99638537E-01	1.00000250E+00
2.00000000E-03	4.19990965E-01	1.99852060E-08	1.76392411E-01	5.96383376E-01	1.40742290E-08	3.99641372E-01	1.00000999E+00
3.00000000E-03	4.19980117E-01	6.74487239E-08	1.76383298E-01	5.96363415E-01	4.75001478E-08	3.99646084E-01	1.00002248E+00
4.00000000E-03	4.19964934E-01	1.59873975E-07	1.76370545E-01	5.96335479E-01	1.12591689E-07	3.99652680E-01	1.00003997E+00
5.00000000E-03	4.19945415E-01	3.12242586E-07	1.76354151E-01	5.96299566E-01	2.19902484E-07	3.99661160E-01	1.00006245E+00
6.00000000E-03	4.19921560E-01	5.39531375E-07	1.76334117E-01	5.96255677E-01	3.79984813E-07	3.99671523E-01	1.00008993E+00
7.00000000E-03	4.19893370E-01	8.56711141E-07	1.76310442E-01	5.96203812E-01	6.03389269E-07	3.99683771E-01	1.00012241E+00
8.00000000E-03	4.19860845E-01	1.27874547E-06	1.76283129E-01	5.96143974E-01	9.00664418E-07	3.99697904E-01	1.00015988E+00
9.00000000E-03	4.19823986E-01	1.82058952E-06	1.76252179E-01	5.96076165E-01	1.28235646E-06	3.99713920E-01	1.00020235E+00
1.00000000E-02	4.19782794E-01	2.49718885E-06	1.76217594E-01	5.96000388E-01	1.75900890E-06	3.99731821E-01	1.00024981E+00
1.10000000E-02	4.19737270E-01	3.32347818E-06	1.76179376E-01	5.95916645E-01	2.34116219E-06	3.99751607E-01	1.00030227E+00
1.20000000E-02	4.19687415E-01	4.31438023E-06	1.76137526E-01	5.95824941E-01	3.03935342E-06	3.99773277E-01	1.00035973E+00
1.30000000E-02	4.19633230E-01	5.48480450E-06	1.76092048E-01	5.95725278E-01	3.86411594E-06	3.99796831E-01	1.00042218E+00
1.40000000E-02	4.19574718E-01	6.84964609E-06	1.76042944E-01	5.95617661E-01	4.82597908E-06	3.99822270E-01	1.00048962E+00
1.50000000E-02	4.19511878E-01	8.42378448E-06	1.75990216E-01	5.95502095E-01	5.93546775E-06	3.99849594E-01	1.00056206E+00
1.60000000E-02	4.19444714E-01	1.02220824E-05	1.75933868E-01	5.95378583E-01	7.20310213E-06	3.99878802E-01	1.00063949E+00
1.70000000E-02	4.19373227E-01	1.22593845E-05	1.75873903E-01	5.95247130E-01	8.63939734E-06	3.99909896E-01	1.00072192E+00
1.80000000E-02	4.19297418E-01	1.45505164E-05	1.75810325E-01	5.95107743E-01	1.02548631E-05	3.99942874E-01	1.00080934E+00
1.90000000E-02	4.19217290E-01	1.71102833E-05	1.75743136E-01	5.94960426E-01	1.20600033E-05	3.99977737E-01	1.00090176E+00
2.00000000E-02	4.19132844E-01	1.99534687E-05	1.75672341E-01	5.94805186E-01	1.40653159E-05	4.00014485E-01	1.00099917E+00
2.10000000E-02	4.19044084E-01	2.30948336E-05	1.75597944E-01	5.94642028E-01	1.62812924E-05	4.00053118E-01	1.00110157E+00
2.20000000E-02	4.18951010E-01	2.65491149E-05	1.75519949E-01	5.94470959E-01	1.87184173E-05	4.00093636E-01	1.00120897E+00
2.30000000E-02	4.18853627E-01	3.03310247E-05	1.75438361E-01	5.94291987E-01	2.13871683E-05	4.00136040E-01	1.00132135E+00
2.40000000E-02	4.18751935E-01	3.44552484E-05	1.75353183E-01	5.94105118E-01	2.42980155E-05	4.00180329E-01	1.00143873E+00
2.50000000E-02	4.18645938E-01	3.89364444E-05	1.75264422E-01	5.93910360E-01	2.74614213E-05	4.00226503E-01	1.00156111E+00
2.60000000E-02	4.18535639E-01	4.37892422E-05	1.75172081E-01	5.93707720E-01	3.08878398E-05	4.00274563E-01	1.00168847E+00
2.70000000E-02	4.18421040E-01	4.90282416E-05	1.75076167E-01	5.93497207E-01	3.45877169E-05	4.00324508E-01	1.00182082E+00
2.80000000E-02	4.18302145E-01	5.46680115E-05	1.74976684E-01	5.93278829E-01	3.85714895E-05	4.00376339E-01	1.00195817E+00
2.90000000E-02	4.18178956E-01	6.07230887E-05	1.74873639E-01	5.93052595E-01	4.28495853E-05	4.00430057E-01	1.00210050E+00
3.00000000E-02	4.18051477E-01	6.72079768E-05	1.74767037E-01	5.92818514E-01	4.74324228E-05	4.00485660E-01	1.00224782E+00
3.10000000E-02	4.17919711E-01	7.41371448E-05	1.74656885E-01	5.92576595E-01	5.23304104E-05	4.00543149E-01	1.00240013E+00
3.20000000E-02	4.17783661E-01	8.15250263E-05	1.74543188E-01	5.92326849E-01	5.75539465E-05	4.00602524E-01	1.00255743E+00
3.30000000E-02	4.17643332E-01	8.93860180E-05	1.74425952E-01	5.92069284E-01	6.31134187E-05	4.00663786E-01	1.00271972E+00
3.40000000E-02	4.17498726E-01	9.77344791E-05	1.74305186E-01	5.91803912E-01	6.90192042E-05	4.00726934E-01	1.00288700E+00
3.50000000E-02	4.17349847E-01	1.06584729E-04	1.74180895E-01	5.91530742E-01	7.52816686E-05	4.00791969E-01	1.00305926E+00
3.60000000E-02	4.17196700E-01	1.15951049E-04	1.74053086E-01	5.91249786E-01	8.19111662E-05	4.00858890E-01	1.00323651E+00
3.70000000E-02	4.17039288E-01	1.25847676E-04	1.73921768E-01	5.90961056E-01	8.89180392E-05	4.00927699E-01	1.00341874E+00
3.80000000E-02	4.16877615E-01	1.36288807E-04	1.73786946E-01	5.90664562E-01	9.63126180E-05	4.00998394E-01	1.00360596E+00
3.90000000E-02	4.16711686E-01	1.47288594E-04	1.73648630E-01	5.90360316E-01	1.04105220E-04	4.01070976E-01	1.00379816E+00
4.00000000E-02	4.16541505E-01	1.58861146E-04	1.73506826E-01	5.90048331E-01	1.12306150E-04	4.01145446E-01	1.00399535E+00
4.10000000E-02	4.16367077E-01	1.71020525E-04	1.73361542E-01	5.89728619E-01	1.20925698E-04	4.01221804E-01	1.00419751E+00
4.20000000E-02	4.16188405E-01	1.83780746E-04	1.73212788E-01	5.89401193E-01	1.29974144E-04	4.01300049E-01	1.00440466E+00
4.30000000E-02	4.16005494E-01	1.97155777E-04	1.73060571E-01	5.89066065E-01	1.39461751E-04	4.01380181E-01	1.00461679E+00
4.40000000E-02	4.15818350E-01	2.11159536E-04	1.72904900E-01	5.88723250E-01	1.49398768E-04	4.01462202E-01	1.00483391E+00
4.50000000E-02	4.15626977E-01	2.25805891E-04	1.72745784E-01	5.88372761E-01	1.59795430E-04	4.01546111E-01	1.00505600E+00
4.60000000E-02	4.15431380E-01	2.41108659E-04	1.72583231E-01	5.88014611E-01	1.70661957E-04	4.01631908E-01	1.00528307E+00
4.70000000E-02	4.15231564E-01	2.57081605E-04	1.72417252E-01	5.87648815E-01	1.82008554E-04	4.01719593E-01	1.00551511E+00
4.80000000E-02	4.15027534E-01	2.73738440E-04	1.72247854E-01	5.87275388E-01	1.93845410E-04	4.01809167E-01	1.00575214E+00
4.90000000E-02	4.14819296E-01	2.91092820E-04	1.72075049E-01	5.86894345E-01	2.06182697E-04	4.01900630E-01	1.00599414E+00
5.00000000E-02	4.14606855E-01	3.09158347E-04	1.71898844E-01	5.86505700E-01	2.19030572E-04	4.01993981E-01	1.00624111E+00
5.10000000E-02	4.14390217E-01	3.27948565E-04	1.71719252E-01	5.86109469E-01	2.32399175E-04	4.02089222E-01	1.00649306E+00
5.20000000E-02	4.14169387E-01	3.47476961E-04	1.71536281E-01	5.85705668E-01	2.46298629E-04	4.02186353E-01	1.00674998E+00
5.30000000E-02	4.13944370E-01	3.67756963E-04	1.71349942E-01	5.85294312E-01	2.60739038E-04	4.02285372E-01	1.00701188E+00
5.40000000E-02	4.13715174E-01	3.88801939E-04	1.71160245E-01	5.84875419E-01	2.75730492E-04	4.02386282E-01	1.00727874E+00
5.50000000E-02	4.13481803E-01	4.10625197E-04	1.70967201E-01	5.84449004E-01	2.91283057E-04	4.02489081E-01	1.00755058E+00
5.60000000E-02	4.13244264E-01	4.33239981E-04	1.70770822E-01	5.84015085E-01	3.07406787E-04	4.02593770E-01	1.00782738E+00
5.70000000E-02	4.13002563E-01	4.56659475E-04	1.70571117E-01	5.83573679E-01	3.24111713E-04	4.02700350E-01	1.00810915E+00
5.80000000E-02	4.12756705E-01	4.80896797E-04	1.70368098E-01	5.83124803E-01	3.41407848E-04	4.02808820E-01	1.00839589E+00
5.90000000E-02	4.12506699E-01	5.05965000E-04	1.70161777E-01	5.82668475E-01	3.59305186E-04	4.02919180E-01	1.00868759E+00
6.00000000E-02	4.12252549E-01	5.31877074E-04	1.69952164E-01	5.82204713E-01	3.77813699E-04	4.03031432E-01	1.00898426E+00
6.10000000E-02	4.11994263E-01	5.58645937E-04	1.69739273E-01	5.81733536E-01	3.96943342E-04	4.03145575E-01	1.00928589E+00
6.20000000E-02	4.11731847E-01	5.86284444E-04	1.69523114E-01	5.81254961E-01	4.16704048E-04	4.03261608E-01	1.00959248E+00
6.30000000E-02	4.11465309E-01	6.14805378E-04	1.69303700E-01	5.80769009E-01	4.37105728E-04	4.03379534E-01	1.00990403E+00
6.40000000E-02	4.11194654E-01	6.44221454E-04	1.69081043E-01	5.80275697E-01	4.58158272E-04	4.03499351E-01	1.01022054E+00
6.50000000E-02	4.10919890E-01	6.74545313E-04	1.68855156E-01	5.79775046E-01	4.79871550E-04	4.03621060E-01	1.01054201E+00
6.60000000E-02	4.10641024E-01	7.05789527E-04	1.68626051E-01	5.79267075E-01	5.02255410E-04	4.03744661E-01	1.01086843E+00
6.70000000E-02	4.10358064E-01	7.37966595E-04	1.68393740E-01	5.78751804E-01	5.25319674E-04	4.03870154E-01	1.01119981E+00
6.80000000E-02	4.10071016E-01	7.71088942E-04	1.68158238E-01	5.78229254E-01	5.49074146E-04	4.03997540E-01	1.01153614E+00
6.90000000E-02	4.09779888E-01	8.05168916E-04	1.67919557E-01	5.77699445E-01	5.73528604E-04	4.04126818E-01	1.01187742E+00
7.00000000E-02	4.09484688E-01	8.40218792E-04	1.67677709E-01	5.77162397E-01	5.98692804E-04	4.04257989E-01	1.01222365E+00
7.10000000E-02	4.09185423E-01	8.76250767E-04	1.67432710E-01	5.76618133E-01	6.24576478E-04	4.04391054E-01	1.01257483E+00
7.20000000E-02	4.08882100E-01	9.13276962E-04	1.67184572E-01	5.76066672E-01	6.51189332E-04	4.04526012E-01	1.01293096E+00
7.30000000E-02	4.08574729E-01	9.51309418E-04	1.66933309E-01	5.75508038E-01	6.78541050E-04	4.04662863E-01	1.01329203E+00
7.40000000E-02	4.08263316E-01	9.90360096E-04	1.66678935E-01	5.74942251E-01	7.06641290E-04	4.04801609E-01	1.01365805E+00
7.50000000E-02	4.07947870E-01	1.03044088E-03	1.66421464E-01	5.74369334E-01	7.35499686E-04	4.04942248E-01	1.01402900E+00
7.60000000E-02	4.07628398E-01	1.07156357E-03	1.66160911E-01	5.73789310E-01	7.65125844E-04	4.05084781E-01	1.01440490E+00
7.70000000E-02	4.07304910E-01	1.11373988E-03	1.65897290E-01	5.73202200E-01	7.95529347E-04	4.05229209E-01	1.01478573E+00
7.80000000E-02	4.06977413E-01	1.15698145E-03	1.65630615E-01	5.72608028E-01	8.26719749E-04	4.05375532E-01	1.01517150E+00
7.90000000E-02	4.06645916E-01	1.20129983E-03	1.65360901E-01	5.72006818E-01	8.58706579E-04	4.05523749E-01	1.01556221E+00
8.00000000E-02	4.06310428E-01	1.24670650E-03	1.65088164E-01	5.71398592E-01	8.91499339E-04	4.05673862E-01	1.01595784E+00
8.10000000E-02	4.05970956E-01	1.29321282E-03	1.64812417E-01	5.70783374E-01	9.25107502E-04	4.05825870E-01	1.01635841E+00
8.20000000E-02	4.05627511E-01	1.34083009E-03	1.64533678E-01	5.70161188E-01	9.59540515E-04	4.05979773E-01	1.01676390E+00
8.30000000E-02	4.05280100E-01	1.38956953E-03	1.64251959E-01	5.69532059E-01	9.94807797E-04	4.06135572E-01	1.01717432E+00
8.40000000E-02	4.04928732E-01	1.43944225E-03	1.63967278E-01	5.68896011E-01	1.03091874E-03	4.06293267E-01	1.01758966E+00
8.50000000E-02	4.04573418E-01	1.49045929E-03	1.63679650E-01	5.68253068E-01	1.06788270E-03	4.06452858E-01	1.01800993E+00
8.60000000E-02	4.04214165E-01	1.54263158E-03	1.63389091E-01	5.67603256E-01	1.10570901E-03	4.06614346E-01	1.01843511E+00
8.70000000E-02	4.03850983E-01	1.59596998E-03	1.63095616E-01	5.66946599E-01	1.14440697E-03	4.06777730E-01	1.01886521E+00
8.80000000E-02	4.03483881E-01	1.65048525E-03	1.62799242E-01	5.66283124E-01	1.18398586E-03	4.06943011E-01	1.01930022E+00
8.90000000E-02	4.03112869E-01	1.70618804E-03	1.62499986E-01	5.65612855E-01	1.22445492E-03	4.07110189E-01	1.01974015E+00
9.00000000E-02	4.02737957E-01	1.76308895E-03	1.62197862E-01	5.64935819E-01	1.26582336E-03	4.07279265E-01	1.02018498E+00
9.10000000E-02	4.02359154E-01	1.82119845E-03	1.61892888E-01	5.64252042E-01	1.30810035E-03	4.07450237E-01	1.02063473E+00
9.20000000E-02	4.01976469E-01	1.88052692E-03	1.61585081E-01	5.63561550E-01	1.35129506E-03	4.07623108E-01	1.02108938E+00
9.30000000E-02	4.01589913E-01	1.94108466E-03	1.61274458E-01	5.62864370E-01	1.39541658E-03	4.07797876E-01	1.02154893E+00
9.40000000E-02	4.01199495E-01	2.00288186E-03	1.60961035E-01	5.62160529E-01	1.44047402E-03	4.07974542E-01	1.02201337E+00
9.50000000E-02	4.00805225E-01	2.06592863E-03	1.60644829E-01	5.61450054E-01	1.48647643E-03	4.08153107E-01	1.02248272E+00
9.60000000E-02	4.00407115E-01	2.13023496E-03	1.60325857E-01	5.60732972E-01	1.53343281E-03	4.08333570E-01	1.02295696E+00
9.70000000E-02	4.00005173E-01	2.19581076E-03	1.60004138E-01	5.60009311E-01	1.58135216E-03	4.08515931E-01	1.02343609E+00
9.80000000E-02	3.99599410E-01	2.26266583E-03	1.59679688E-01	5.59279098E-01	1.63024343E-03	4.08700192E-01	1.02392011E+00
9.90000000E-02	3.99189836E-01	2.33080989E-03	1.59352525E-01	5.58542361E-01	1.68011555E-03	4.08886351E-01	1.02440901E+00
1.00000000E-01	3.98776463E-01	2.40025252E-03	1.59022667E-01	5.57799130E-01	1.73097738E-03	4.09074410E-01	1.02490280E+00
1.01000000E-01	3.98359300E-01	2.47100325E-03	1.58690132E-01	5.57049431E-01	1.78283779E-03	4.09264368E-01	1.02540146E+00
1.02000000E-01	3.97938358E-01	2.54307147E-03	1.58354937E-01	5.56293295E-01	1.83570559E-03	4.09456226E-01	1.02590500E+00
1.03000000E-01	3.97513648E-01	2.61646648E-03	1.58017101E-01	5.55530749E-01	1.88958955E-03	4.09649984E-01	1.02641341E+00
1.04000000E-01	3.97085181E-01	2.69119749E-03	1.57676641E-01	5.54761823E-01	1.94449842E-03	4.09845641E-01	1.02692670E+00
1.05000000E-01	3.96652968E-01	2.76727358E-03	1.57333577E-01	5.53986545E-01	2.00044090E-03	4.10043199E-01	1.02744484E+00
1.06000000E-01	3.96217020E-01	2.84470375E-03	1.56987927E-01	5.53204947E-01	2.05742568E-03	4.10242657E-01	1.02796786E+00
1.07000000E-01	3.95777348E-01	2.92349689E-03	1.56639709E-01	5.52417057E-01	2.11546136E-03	4.10444015E-01	1.02849573E+00
1.08000000E-01	3.95333963E-01	3.00366177E-03	1.56288942E-01	5.51622905E-01	2.17455656E-03	4.10647274E-01	1.02902845E+00
1.09000000E-01	3.94886876E-01	3.08520708E-03	1.55935645E-01	5.50822521E-01	2.23471984E-03	4.10852434E-01	1.02956603E+00
1.10000000E-01	3.94436100E-01	3.16814137E-03	1.55579837E-01	5.50015936E-01	2.29595970E-03	4.11059495E-01	1.03010846E+00
1.11000000E-01	3.93981644E-01	3.25247312E-03	1.55221536E-01	5.49203181E-01	2.35828463E-03	4.11268457E-01	1.03065573E+00
1.12000000E-01	3.93523522E-01	3.33821067E-03	1.54860763E-01	5.48384285E-01	2.42170308E-03	4.11479320E-01	1.03120784E+00
1.13000000E-01	3.93061745E-01	3.42536228E-03	1.54497535E-01	5.47559280E-01	2.48622344E-03	4.11692084E-01	1.03176479E+00
1.14000000E-01	3.92596324E-01	3.51393608E-03	1.54131874E-01	5.46728198E-01	2.55185408E-03	4.11906750E-01	1.03232658E+00
1.15000000E-01	3.92127271E-01	3.60394009E-03	1.53763797E-01	5.45891068E-01	2.61860332E-03	4.12123318E-01	1.03289319E+00
1.16000000E-01	3.91654599E-01	3.69538224E-03	1.53393325E-01	5.45047924E-01	2.68647944E-03	4.12341788E-01	1.03346463E+00
1.17000000E-01	3.91178319E-01	3.78827034E-03	1.53020477E-01	5.44198796E-01	2.75549069E-03	4.12562159E-01	1.03404088E+00
1.18000000E-01	3.90698443E-01	3.88261208E-03	1.52645273E-01	5.43343716E-01	2.82564526E-03	4.12784432E-01	1.03462196E+00
1.19000000E-01	3.90214984E-01	3.97841506E-03	1.52267734E-01	5.42482717E-01	2.89695131E-03	4.13008608E-01	1.03520785E+00
1.20000000E-01	3.89727953E-01	4.07568673E-03	1.51887878E-01	5.41615831E-01	2.96941697E-03	4.13234686E-01	1.03579854E+00
1.21000000E-01	3.89237364E-01	4.17443448E-03	1.51505726E-01	5.40743090E-01	3.04305029E-03	4.13462666E-01	1.03639404E+00
1.22000000E-01	3.88743229E-01	4.27466553E-03	1.51121298E-01	5.39864527E-01	3.11785932E-03	4.13692548E-01	1.03699434E+00
1.23000000E-01	3.88245560E-01	4.37638705E-03	1.50734615E-01	5.38980174E-01	3.19385204E-03	4.13924333E-01	1.03759943E+00
1.24000000E-01	3.87744369E-01	4.47960604E-03	1.50345696E-01	5.38090065E-01	3.27103640E-03	4.14158021E-01	1.03820931E+00
1.25000000E-01	3.87239670E-01	4.58432941E-03	1.49954562E-01	5.37194233E-01	3.34942030E-03	4.14393611E-01	1.03882397E+00
1.26000000E-01	3.86731476E-01	4.69056396E-03	1.49561235E-01	5.36292711E-01	3.42901159E-03	4.14631104E-01	1.03944342E+00
1.27000000E-01	3.86219799E-01	4.79831638E-03	1.49165733E-01	5.35385532E-01	3.50981808E-03	4.14870500E-01	1.04006764E+00
1.28000000E-01	3.85704652E-01	4.90759322E-03	1.48768078E-01	5.34472730E-01	3.59184754E-03	4.15111799E-01	1.04069663E+00
1.29000000E-01	3.85186048E-01	5.01840093E-03	1.48368291E-01	5.33554339E-01	3.67510769E-03	4.15355000E-01	1.04133038E+00
1.30000000E-01	3.84664000E-01	5.13074584E-03	1.47966393E-01	5.32630393E-01	3.75960621E-03	4.15600105E-01	1.04196889E+00
1.31000000E-01	3.84138522E-01	5.24463418E-03	1.47562404E-01	5.31700926E-01	3.84535072E-03	4.15847112E-01	1.04261216E+00
1.32000000E-01	3.83609627E-01	5.36007205E-03	1.47156346E-01	5.30765973E-01	3.93234880E-03	4.16096023E-01	1.04326018E+00
1.33000000E-01	3.83077328E-01	5.47706542E-03	1.46748239E-01	5.29825567E-01	4.02060799E-03	4.16346836E-01	1.04391293E+00
1.34000000E-01	3.82541638E-01	5.59562016E-03	1.46338105E-01	5.28879743E-01	4.11013578E-03	4.16599552E-01	1.04457043E+00
1.35000000E-01	3.82002572E-01	5.71574201E-03	1.45925965E-01	5.27928536E-01	4.20093960E-03	4.16854171E-01	1.04523265E+00
1.36000000E-01	3.81460142E-01	5.83743662E-03	1.45511840E-01	5.26971982E-01	4.29302684E-03	4.17110694E-01	1.04589960E+00
1.37000000E-01	3.80914363E-01	5.96070949E-03	1.45095752E-01	5.26010114E-01	4.38640485E-03	4.17369119E-01	1.04657128E+00
1.38000000E-01	3.80365247E-01	6.08556601E-03	1.44677721E-01	5.25042969E-01	4.48108092E-03	4.17629447E-01	1.04724766E+00
1.39000000E-01	3.79812810E-01	6.21201145E-03	1.44257771E-01	5.24070580E-01	4.57706228E-03	4.17891678E-01	1.04792875E+00
1.40000000E-01	3.79257064E-01	6.34005098E-03	1.43835921E-01	5.23092985E-01	4.67435614E-03	4.18155811E-01	1.04861454E+00
1.41000000E-01	3.78698025E-01	6.46968962E-03	1.43412194E-01	5.22110219E-01	4.77296964E-03	4.18421848E-01	1.04930503E+00
1.42000000E-01	3.78135705E-01	6.60093229E-03	1.42986611E-01	5.21122316E-01	4.87290987E-03	4.18689787E-01	1.05000021E+00
1.43000000E-01	3.77570119E-01	6.73378379E-03	1.42559195E-01	5.20129314E-01	4.97418386E-03	4.18959629E-01	1.05070006E+00
1.44000000E-01	3.77001281E-01	6.86824879E-03	1.42129966E-01	5.19131248E-01	5.07679861E-03	4.19231373E-01	1.05140459E+00
1.45000000E-01	3.76429206E-01	7.00433185E-03	1.41698947E-01	5.18128154E-01	5.18076106E-03	4.19505019E-01	1.05211379E+00
1.46000000E-01	3.75853908E-01	7.14203740E-03	1.41266160E-01	5.17120068E-01	5.28607808E-03	4.19780568E-01	1.05282766E+00
1.47000000E-01	3.75275401E-01	7.28136975E-03	1.40831627E-01	5.16107027E-01	5.39275652E-03	4.20058019E-01	1.05354617E+00
1.48000000E-01	3.74693700E-01	7.42233310E-03	1.40395369E-01	5.15089068E-01	5.50080315E-03	4.20337372E-01	1.05426933E+00
1.49000000E-01	3.74108819E-01	7.56493151E-03	1.39957408E-01	5.14066227E-01	5.61022470E-03	4.20618627E-01	1.05499714E+00
1.50000000E-01	3.73520773E-01	7.70916895E-03	1.39517768E-01	5.13038540E-01	5.72102784E-03	4.20901784E-01	1.05572957E+00
1.51000000E-01	3.72929576E-01	7.85504923E-03	1.39076469E-01	5.12006045E-01	5.83321917E-03	4.21186842E-01	1.05646663E+00
1.52000000E-01	3.72335244E-01	8.00257606E-03	1.38633534E-01	5.10968779E-01	5.94680528E-03	4.21473801E-01	1.05720831E+00
1.53000000E-01	3.71737792E-01	8.15175303E-03	1.38188986E-01	5.09926778E-01	6.06179266E-03	4.21762662E-01	1.05795459E+00
1.54000000E-01	3.71137233E-01	8.30258361E-03	1.37742846E-01	5.08880079E-01	6.17818777E-03	4.22053423E-01	1.05870548E+00
1.55000000E-01	3.70533584E-01	8.45507113E-03	1.37295137E-01	5.07828721E-01	6.29599699E-03	4.22346085E-01	1.05946096E+00
1.56000000E-01	3.69926859E-01	8.60921881E-03	1.36845881E-01	5.06772740E-01	6.41522668E-03	4.22640648E-01	1.06022103E+00
1.57000000E-01	3.69317074E-01	8.76502975E-03	1.36395101E-01	5.05712175E-01	6.53588311E-03	4.22937110E-01	1.06098567E+00
1.58000000E-01	3.68704243E-01	8.92250692E-03	1.35942819E-01	5.04647061E-01	6.65797250E-03	4.23235473E-01	1.06175488E+00
1.59000000E-01	3.68088382E-01	9.08165319E-03	1.35489057E-01	5.03577438E-01	6.78150103E-03	4.23535736E-01	1.06252866E+00
1.60000000E-01	3.67469506E-01	9.24247127E-03	1.35033838E-01	5.02503343E-01	6.90647480E-03	4.23837897E-01	1.06330698E+00
1.61000000E-01	3.66847630E-01	9.40496377E-03	1.34577184E-01	5.01424814E-01	7.03289987E-03	4.24141958E-01	1.06408985E+00
1.62000000E-01	3.66222771E-01	9.56913318E-03	1.34119118E-01	5.00341889E-01	7.16078222E-03	4.24447918E-01	1.06487725E+00
1.63000000E-01	3.65594943E-01	9.73498187E-03	1.33659662E-01	4.99254605E-01	7.29012778E-03	4.24755775E-01	1.06566918E+00
1.64000000E-01	3.64964162E-01	9.90251207E-03	1.33198840E-01	4.98163002E-01	7.42094244E-03	4.25065531E-01	1.06646562E+00
1.65000000E-01	3.64330444E-01	1.00717259E-02	1.32736673E-01	4.97067117E-01	7.55323201E-03	4.25377185E-01	1.06726657E+00
1.66000000E-01	3.63693805E-01	1.02426254E-02	1.32273183E-01	4.95966988E-01	7.68700223E-03	4.25690736E-01	1.06807202E+00
1.67000000E-01	3.63054259E-01	1.04152123E-02	1.31808395E-01	4.94862654E-01	7.82225879E-03	4.26006184E-01	1.06888195E+00
1.68000000E-01	3.62411824E-01	1.05894885E-02	1.31342330E-01	4.93754154E-01	7.95900733E-03	4.26323528E-01	1.06969636E+00
1.69000000E-01	3.61766515E-01	1.07654556E-02	1.30875011E-01	4.92641526E-01	8.09725342E-03	4.26642768E-01	1.07051524E+00
1.70000000E-01	3.61118347E-01	1.09431151E-02	1.30406461E-01	4.91524808E-01	8.23700256E-03	4.26963904E-01	1.07133858E+00
1.71000000E-01	3.60467338E-01	1.11224683E-02	1.29936702E-01	4.90404040E-01	8.37826020E-03	4.27286935E-01	1.07216636E+00
1.72000000E-01	3.59813502E-01	1.13035166E-02	1.29465757E-01	4.89279259E-01	8.52103170E-03	4.27611860E-01	1.07299858E+00
1.73000000E-01	3.59156857E-01	1.14862610E-02	1.28993648E-01	4.88150505E-01	8.66532240E-03	4.27938680E-01	1.07383523E+00
1.74000000E-01	3.58497418E-01	1.16707027E-02	1.28520399E-01	4.87017817E-01	8.81113755E-03	4.28267393E-01	1.07467629E+00
1.75000000E-01	3.57835202E-01	1.18568424E-02	1.28046032E-01	4.85881233E-01	8.95848233E-03	4.28597999E-01	1.07552176E+00
1.76000000E-01	3.57170224E-01	1.20446809E-02	1.27570569E-01	4.84740793E-01	9.10736187E-03	4.28930498E-01	1.07637162E+00
1.77000000E-01	3.56502502E-01	1.22342190E-02	1.27094034E-01	4.83596536E-01	9.25778123E-03	4.29264889E-01	1.07722587E+00
1.78000000E-01	3.55832052E-01	1.24254571E-02	1.26616449E-01	4.82448500E-01	9.40974539E-03	4.29601171E-01	1.07808449E+00
1.79000000E-01	3.55158889E-01	1.26183956E-02	1.26137837E-01	4.81296726E-01	9.56325930E-03	4.29939343E-01	1.07894746E+00
1.80000000E-01	3.54483031E-01	1.28130349E-02	1.25658220E-01	4.80141251E-01	9.71832781E-03	4.30279406E-01	1.07981479E+00
1.81000000E-01	3.53804495E-01	1.30093751E-02	1.25177621E-01	4.78982116E-01	9.87495571E-03	4.30621358E-01	1.08068645E+00
1.82000000E-01	3.53123296E-01	1.32074162E-02	1.24696063E-01	4.77819359E-01	1.00331477E-02	4.30965199E-01	1.08156244E+00
1.83000000E-01	3.52439453E-01	1.34071582E-02	1.24213568E-01	4.76653020E-01	1.01929086E-02	4.31310928E-01	1.08244274E+00
1.84000000E-01	3.51752980E-01	1.36086008E-02	1.23730159E-01	4.75483139E-01	1.03542427E-02	4.31658544E-01	1.08332735E+00
1.85000000E-01	3.51063895E-01	1.38117438E-02	1.23245859E-01	4.74309754E-01	1.05171548E-02	4.32008047E-01	1.08421623E+00
1.86000000E-01	3.50372216E-01	1.40165868E-02	1.22760690E-01	4.73132906E-01	1.06816493E-02	4.32359435E-01	1.08510940E+00
1.87000000E-01	3.49677958E-01	1.42231291E-02	1.22274675E-01	4.71952633E-01	1.08477305E-02	4.32712709E-01	1.08600683E+00
1.88000000E-01	3.48981140E-01	1.44313700E-02	1.21787836E-01	4.70768975E-01	1.10154027E-02	4.33067867E-01	1.08690850E+00
1.89000000E-01	3.48281777E-01	1.46413089E-02	1.21300196E-01	4.69581973E-01	1.11846703E-02	4.33424908E-01	1.08781442E+00
1.90000000E-01	3.47579887E-01	1.48529447E-02	1.20811778E-01	4.68391664E-01	1.13555373E-02	4.33783832E-01	1.08872455E+00
1.91000000E-01	3.46875487E-01	1.50662765E-02	1.20322603E-01	4.67198090E-01	1.15280079E-02	4.34144638E-01	1.08963890E+00
1.92000000E-01	3.46168594E-01	1.52813031E-02	1.19832695E-01	4.66001289E-01	1.17020862E-02	4.34507324E-01	1.09055744E+00
