2022-01-03 16:06:01
Density	Radius	Energy	Rest mass
3.89191600E+20	1.26810156E+00	3.02544021E+57	3.08474206E+01
3.90538284E+20	1.26672656E+00	3.02886223E+57	3.08474206E+01
3.91884967E+20	1.26528906E+00	3.03227639E+57	3.08474206E+01
3.93231651E+20	1.26374219E+00	3.03568274E+57	3.08474206E+01
3.94578335E+20	1.26246875E+00	3.03908132E+57	3.08474206E+01
3.95925019E+20	1.26091406E+00	3.04247218E+57	3.08474206E+01
3.97271702E+20	1.25946875E+00	3.04585535E+57	3.08474206E+01
3.98618386E+20	1.25798438E+00	3.04923089E+57	3.08474206E+01
3.99965070E+20	1.25671094E+00	3.05259884E+57	3.08474206E+01
4.01311754E+20	1.25530469E+00	3.05595923E+57	3.08474206E+01
4.02658437E+20	1.25381250E+00	3.05931212E+57	3.08474206E+01
4.04005121E+20	1.25259375E+00	3.06265753E+57	3.08474206E+01
4.05351805E+20	1.25109375E+00	3.06599553E+57	3.08474206E+01
4.06698488E+20	1.24966406E+00	3.06932613E+57	3.08474206E+01
4.08045172E+20	1.24845313E+00	3.07264939E+57	3.08474206E+01
4.09391856E+20	1.24693750E+00	3.07596535E+57	3.08474206E+01
4.10738540E+20	1.24559375E+00	3.07927405E+57	3.08474206E+01
4.12085223E+20	1.24422656E+00	3.08257552E+57	3.08474206E+01
4.13431907E+20	1.24288281E+00	3.08586980E+57	3.08474206E+01
4.14778591E+20	1.24148438E+00	3.08915694E+57	3.08474206E+01
4.16125275E+20	1.24013281E+00	3.09243697E+57	3.08474206E+01
4.17471958E+20	1.23885938E+00	3.09570994E+57	3.08474206E+01
4.18818642E+20	1.23748438E+00	3.09897587E+57	3.08474206E+01
4.20165326E+20	1.23621094E+00	3.10223481E+57	3.08474206E+01
4.21512010E+20	1.23489063E+00	3.10548679E+57	3.08474206E+01
4.22858693E+20	1.23354688E+00	3.10873185E+57	3.08474206E+01
4.24205377E+20	1.23225781E+00	3.11197003E+57	3.08474206E+01
4.25552061E+20	1.23094531E+00	3.11520137E+57	3.08474206E+01
4.26898745E+20	1.22964844E+00	3.11842589E+57	3.08474206E+01
4.28245428E+20	1.22848438E+00	3.12164364E+57	3.08474206E+01
4.29592112E+20	1.22710156E+00	3.12485465E+57	3.08474206E+01
4.30938796E+20	1.22576563E+00	3.12805896E+57	3.08474206E+01
4.32285479E+20	1.22464063E+00	3.13125660E+57	3.08474206E+01
4.33632163E+20	1.22331250E+00	3.13444760E+57	3.08474206E+01
4.34978847E+20	1.22192969E+00	3.13763201E+57	3.08474206E+01
4.36325531E+20	1.22078906E+00	3.14080985E+57	3.08474206E+01
4.37672214E+20	1.21946094E+00	3.14398116E+57	3.08474206E+01
4.39018898E+20	1.21824219E+00	3.14714596E+57	3.08474206E+01
4.40365582E+20	1.21697656E+00	3.15030431E+57	3.08474206E+01
4.41712266E+20	1.21571875E+00	3.15345622E+57	3.08474206E+01
4.43058949E+20	1.21464063E+00	3.15660173E+57	3.08474206E+01
4.44405633E+20	1.21332813E+00	3.15974087E+57	3.08474206E+01
4.45752317E+20	1.21199219E+00	3.16287368E+57	3.08474206E+01
4.47099001E+20	1.21087109E+00	3.16600019E+57	3.08474206E+01
4.48445684E+20	1.20964453E+00	3.16912042E+57	3.08474206E+01
4.49792368E+20	1.20854688E+00	3.17223441E+57	3.08474206E+01
4.51139052E+20	1.20728906E+00	3.17534219E+57	3.08474206E+01
4.52485736E+20	1.20595703E+00	3.17844380E+57	3.08474206E+01
4.53832419E+20	1.20485156E+00	3.18153925E+57	3.08474206E+01
4.55179103E+20	1.20364844E+00	3.18462859E+57	3.08474206E+01
4.56525787E+20	1.20260156E+00	3.18771185E+57	3.08474206E+01
4.57872470E+20	1.20132031E+00	3.19078904E+57	3.08474206E+01
4.59219154E+20	1.20004297E+00	3.19386021E+57	3.08474206E+01
