2022-01-02 19:48:44
Radius	Barionic density	Energy	Pressure	Energy density	Rest mass	Radius metric	Time metric
2.31400000E-01	3.16526417E-01	2.50760857E-02	1.00188972E-01	4.16715389E-01	1.98758658E-02	4.50281147E-01	1.12991369E+00
2.31600000E-01	3.16368001E-01	2.51321965E-02	1.00088712E-01	4.16456713E-01	1.99240305E-02	4.50368524E-01	1.13012825E+00
2.31800000E-01	3.16209515E-01	2.51883694E-02	9.99884571E-02	4.16197972E-01	1.99722636E-02	4.50455973E-01	1.13034295E+00
2.32000000E-01	3.16050958E-01	2.52446044E-02	9.98882080E-02	4.15939166E-01	2.00205649E-02	4.50543496E-01	1.13055779E+00
2.32200000E-01	3.15892331E-01	2.53009013E-02	9.97879648E-02	4.15680296E-01	2.00689345E-02	4.50631091E-01	1.13077277E+00
2.32400000E-01	3.15733634E-01	2.53572602E-02	9.96877276E-02	4.15421362E-01	2.01173723E-02	4.50718759E-01	1.13098788E+00
2.32600000E-01	3.15574867E-01	2.54136810E-02	9.95874967E-02	4.15162364E-01	2.01658785E-02	4.50806500E-01	1.13120314E+00
2.32800000E-01	3.15416030E-01	2.54701636E-02	9.94872721E-02	4.14903302E-01	2.02144529E-02	4.50894314E-01	1.13141853E+00
2.33000000E-01	3.15257124E-01	2.55267081E-02	9.93870541E-02	4.14644178E-01	2.02630956E-02	4.50982200E-01	1.13163405E+00
2.33200000E-01	3.15098148E-01	2.55833143E-02	9.92868427E-02	4.14384990E-01	2.03118066E-02	4.51070159E-01	1.13184972E+00
2.33400000E-01	3.14939102E-01	2.56399823E-02	9.91866382E-02	4.14125741E-01	2.03605859E-02	4.51158191E-01	1.13206552E+00
2.33600000E-01	3.14779988E-01	2.56967119E-02	9.90864408E-02	4.13866429E-01	2.04094336E-02	4.51246296E-01	1.13228146E+00
2.33800000E-01	3.14620804E-01	2.57535031E-02	9.89862505E-02	4.13607055E-01	2.04583495E-02	4.51334473E-01	1.13249753E+00
2.34000000E-01	3.14461552E-01	2.58103560E-02	9.88860675E-02	4.13347619E-01	2.05073338E-02	4.51422723E-01	1.13271375E+00
2.34200000E-01	3.14302230E-01	2.58672703E-02	9.87858920E-02	4.13088122E-01	2.05563864E-02	4.51511045E-01	1.13293009E+00
2.34400000E-01	3.14142841E-01	2.59242461E-02	9.86857242E-02	4.12828565E-01	2.06055073E-02	4.51599440E-01	1.13314658E+00
2.34600000E-01	3.13983382E-01	2.59812834E-02	9.85855642E-02	4.12568946E-01	2.06546965E-02	4.51687908E-01	1.13336320E+00
2.34800000E-01	3.13823855E-01	2.60383821E-02	9.84854122E-02	4.12309268E-01	2.07039541E-02	4.51776449E-01	1.13357995E+00
2.35000000E-01	3.13664261E-01	2.60955420E-02	9.83852683E-02	4.12049529E-01	2.07532800E-02	4.51865062E-01	1.13379685E+00
2.35200000E-01	3.13504598E-01	2.61527633E-02	9.82851327E-02	4.11789730E-01	2.08026742E-02	4.51953747E-01	1.13401387E+00
2.35400000E-01	3.13344867E-01	2.62100459E-02	9.81850056E-02	4.11529872E-01	2.08521368E-02	4.52042505E-01	1.13423104E+00
2.35600000E-01	3.13185068E-01	2.62673896E-02	9.80848870E-02	4.11269955E-01	2.09016678E-02	4.52131336E-01	1.13444833E+00
2.35800000E-01	3.13025202E-01	2.63247944E-02	9.79847773E-02	4.11009980E-01	2.09512671E-02	4.52220239E-01	1.13466576E+00
2.36000000E-01	3.12865269E-01	2.63822604E-02	9.78846764E-02	4.10749945E-01	2.10009347E-02	4.52309215E-01	1.13488333E+00
2.36200000E-01	3.12705268E-01	2.64397874E-02	9.77845846E-02	4.10489853E-01	2.10506708E-02	4.52398263E-01	1.13510103E+00
2.36400000E-01	3.12545200E-01	2.64973754E-02	9.76845021E-02	4.10229702E-01	2.11004751E-02	4.52487383E-01	1.13531887E+00
2.36600000E-01	3.12385065E-01	2.65550244E-02	9.75844290E-02	4.09969494E-01	2.11503479E-02	4.52576576E-01	1.13553684E+00
2.36800000E-01	3.12224864E-01	2.66127343E-02	9.74843654E-02	4.09709229E-01	2.12002890E-02	4.52665841E-01	1.13575494E+00
2.37000000E-01	3.12064595E-01	2.66705050E-02	9.73843115E-02	4.09448907E-01	2.12502985E-02	4.52755179E-01	1.13597318E+00
2.37200000E-01	3.11904260E-01	2.67283365E-02	9.72842675E-02	4.09188528E-01	2.13003763E-02	4.52844589E-01	1.13619155E+00
2.37400000E-01	3.11743859E-01	2.67862287E-02	9.71842336E-02	4.08928092E-01	2.13505226E-02	4.52934072E-01	1.13641005E+00
2.37600000E-01	3.11583391E-01	2.68441817E-02	9.70842098E-02	4.08667601E-01	2.14007372E-02	4.53023627E-01	1.13662869E+00
2.37800000E-01	3.11422858E-01	2.69021953E-02	9.69841963E-02	4.08407054E-01	2.14510201E-02	4.53113254E-01	1.13684746E+00
2.38000000E-01	3.11262258E-01	2.69602696E-02	9.68841934E-02	4.08146452E-01	2.15013715E-02	4.53202953E-01	1.13706636E+00
2.38200000E-01	3.11101593E-01	2.70184043E-02	9.67842011E-02	4.07885794E-01	2.15517913E-02	4.53292725E-01	1.13728540E+00
2.38400000E-01	3.10940862E-01	2.70765996E-02	9.66842196E-02	4.07625082E-01	2.16022794E-02	4.53382569E-01	1.13750456E+00
2.38600000E-01	3.10780066E-01	2.71348553E-02	9.65842491E-02	4.07364315E-01	2.16528359E-02	4.53472485E-01	1.13772386E+00
2.38800000E-01	3.10619204E-01	2.71931714E-02	9.64842897E-02	4.07103494E-01	2.17034608E-02	4.53562474E-01	1.13794329E+00
2.39000000E-01	3.10458277E-01	2.72515479E-02	9.63843416E-02	4.06842618E-01	2.17541541E-02	4.53652534E-01	1.13816286E+00
2.39200000E-01	3.10297285E-01	2.73099847E-02	9.62844050E-02	4.06581690E-01	2.18049158E-02	4.53742667E-01	1.13838255E+00
2.39400000E-01	3.10136228E-01	2.73684817E-02	9.61844799E-02	4.06320708E-01	2.18557458E-02	4.53832872E-01	1.13860238E+00
2.39600000E-01	3.09975106E-01	2.74270389E-02	9.60845666E-02	4.06059673E-01	2.19066443E-02	4.53923149E-01	1.13882234E+00
2.39800000E-01	3.09813920E-01	2.74856562E-02	9.59846651E-02	4.05798585E-01	2.19576111E-02	4.54013499E-01	1.13904242E+00
2.40000000E-01	3.09652670E-01	2.75443337E-02	9.58847758E-02	4.05537445E-01	2.20086464E-02	4.54103920E-01	1.13926264E+00
2.40200000E-01	3.09491355E-01	2.76030711E-02	9.57848986E-02	4.05276253E-01	2.20597500E-02	4.54194414E-01	1.13948299E+00
2.40400000E-01	3.09329976E-01	2.76618686E-02	9.56850338E-02	4.05015009E-01	2.21109220E-02	4.54284979E-01	1.13970347E+00
2.40600000E-01	3.09168533E-01	2.77207260E-02	9.55851816E-02	4.04753714E-01	2.21621624E-02	4.54375617E-01	1.13992408E+00
2.40800000E-01	3.09007026E-01	2.77796433E-02	9.54853420E-02	4.04492368E-01	2.22134712E-02	4.54466327E-01	1.14014482E+00
2.41000000E-01	3.08845455E-01	2.78386204E-02	9.53855152E-02	4.04230970E-01	2.22648484E-02	4.54557108E-01	1.14036569E+00
2.41200000E-01	3.08683821E-01	2.78976572E-02	9.52857014E-02	4.03969523E-01	2.23162940E-02	4.54647962E-01	1.14058669E+00
2.41400000E-01	3.08522124E-01	2.79567538E-02	9.51859008E-02	4.03708024E-01	2.23678080E-02	4.54738888E-01	1.14080782E+00
2.41600000E-01	3.08360363E-01	2.80159101E-02	9.50861134E-02	4.03446476E-01	2.24193903E-02	4.54829885E-01	1.14102908E+00
2.41800000E-01	3.08198539E-01	2.80751260E-02	9.49863396E-02	4.03184879E-01	2.24710411E-02	4.54920955E-01	1.14125046E+00
2.42000000E-01	3.08036652E-01	2.81344014E-02	9.48865793E-02	4.02923232E-01	2.25227602E-02	4.55012096E-01	1.14147198E+00
2.42200000E-01	3.07874703E-01	2.81937364E-02	9.47868327E-02	4.02661536E-01	2.25745477E-02	4.55103310E-01	1.14169362E+00
2.42400000E-01	3.07712691E-01	2.82531308E-02	9.46871001E-02	4.02399791E-01	2.26264036E-02	4.55194595E-01	1.14191539E+00
2.42600000E-01	3.07550616E-01	2.83125847E-02	9.45873815E-02	4.02137998E-01	2.26783279E-02	4.55285952E-01	1.14213729E+00
2.42800000E-01	3.07388479E-01	2.83720978E-02	9.44876772E-02	4.01876156E-01	2.27303206E-02	4.55377381E-01	1.14235932E+00
2.43000000E-01	3.07226280E-01	2.84316703E-02	9.43879872E-02	4.01614267E-01	2.27823816E-02	4.55468882E-01	1.14258148E+00
2.43200000E-01	3.07064019E-01	2.84913020E-02	9.42883117E-02	4.01352331E-01	2.28345110E-02	4.55560454E-01	1.14280376E+00
2.43400000E-01	3.06901696E-01	2.85509929E-02	9.41886509E-02	4.01090347E-01	2.28867088E-02	4.55652099E-01	1.14302617E+00
2.43600000E-01	3.06739311E-01	2.86107429E-02	9.40890050E-02	4.00828316E-01	2.29389750E-02	4.55743815E-01	1.14324871E+00
2.43800000E-01	3.06576865E-01	2.86705520E-02	9.39893740E-02	4.00566239E-01	2.29913095E-02	4.55835603E-01	1.14347137E+00
2.44000000E-01	3.06414357E-01	2.87304202E-02	9.38897581E-02	4.00304115E-01	2.30437124E-02	4.55927462E-01	1.14369416E+00
2.44200000E-01	3.06251788E-01	2.87903473E-02	9.37901576E-02	4.00041945E-01	2.30961837E-02	4.56019393E-01	1.14391708E+00
2.44400000E-01	3.06089158E-01	2.88503333E-02	9.36905724E-02	3.99779730E-01	2.31487233E-02	4.56111396E-01	1.14414013E+00
2.44600000E-01	3.05926466E-01	2.89103781E-02	9.35910029E-02	3.99517469E-01	2.32013313E-02	4.56203471E-01	1.14436330E+00
2.44800000E-01	3.05763714E-01	2.89704818E-02	9.34914490E-02	3.99255163E-01	2.32540076E-02	4.56295617E-01	1.14458659E+00
2.45000000E-01	3.05600902E-01	2.90306442E-02	9.33919111E-02	3.98992813E-01	2.33067523E-02	4.56387835E-01	1.14481001E+00
2.45200000E-01	3.05438028E-01	2.90908653E-02	9.32923892E-02	3.98730418E-01	2.33595654E-02	4.56480124E-01	1.14503356E+00
2.45400000E-01	3.05275095E-01	2.91511450E-02	9.31928835E-02	3.98467978E-01	2.34124467E-02	4.56572485E-01	1.14525723E+00
2.45600000E-01	3.05112101E-01	2.92114834E-02	9.30933941E-02	3.98205495E-01	2.34653965E-02	4.56664918E-01	1.14548103E+00
2.45800000E-01	3.04949047E-01	2.92718802E-02	9.29939213E-02	3.97942968E-01	2.35184145E-02	4.56757422E-01	1.14570495E+00
2.46000000E-01	3.04785933E-01	2.93323355E-02	9.28944651E-02	3.97680398E-01	2.35715009E-02	4.56849997E-01	1.14592900E+00
2.46200000E-01	3.04622760E-01	2.93928492E-02	9.27950256E-02	3.97417785E-01	2.36246557E-02	4.56942644E-01	1.14615317E+00
2.46400000E-01	3.04459526E-01	2.94534213E-02	9.26956031E-02	3.97155129E-01	2.36778787E-02	4.57035363E-01	1.14637747E+00
2.46600000E-01	3.04296234E-01	2.95140517E-02	9.25961977E-02	3.96892431E-01	2.37311701E-02	4.57128152E-01	1.14660188E+00
2.46800000E-01	3.04132881E-01	2.95747403E-02	9.24968096E-02	3.96629691E-01	2.37845298E-02	4.57221014E-01	1.14682643E+00
2.47000000E-01	3.03969470E-01	2.96354871E-02	9.23974388E-02	3.96366909E-01	2.38379578E-02	4.57313946E-01	1.14705109E+00
2.47200000E-01	3.03806000E-01	2.96962920E-02	9.22980856E-02	3.96104085E-01	2.38914541E-02	4.57406951E-01	1.14727588E+00
2.47400000E-01	3.03642471E-01	2.97571550E-02	9.21987501E-02	3.95841221E-01	2.39450187E-02	4.57500026E-01	1.14750080E+00
2.47600000E-01	3.03478883E-01	2.98180760E-02	9.20994324E-02	3.95578315E-01	2.39986516E-02	4.57593173E-01	1.14772583E+00
2.47800000E-01	3.03315236E-01	2.98790549E-02	9.20001327E-02	3.95315369E-01	2.40523528E-02	4.57686391E-01	1.14795099E+00
2.48000000E-01	3.03151532E-01	2.99400918E-02	9.19008511E-02	3.95052383E-01	2.41061223E-02	4.57779680E-01	1.14817627E+00
2.48200000E-01	3.02987768E-01	3.00011865E-02	9.18015878E-02	3.94789356E-01	2.41599601E-02	4.57873041E-01	1.14840167E+00
2.48400000E-01	3.02823947E-01	3.00623390E-02	9.17023430E-02	3.94526290E-01	2.42138661E-02	4.57966473E-01	1.14862720E+00
2.48600000E-01	3.02660068E-01	3.01235491E-02	9.16031167E-02	3.94263185E-01	2.42678404E-02	4.58059976E-01	1.14885285E+00
2.48800000E-01	3.02496131E-01	3.01848170E-02	9.15039092E-02	3.94000040E-01	2.43218830E-02	4.58153550E-01	1.14907861E+00
2.49000000E-01	3.02332136E-01	3.02461425E-02	9.14047206E-02	3.93736857E-01	2.43759938E-02	4.58247195E-01	1.14930450E+00
2.49200000E-01	3.02168084E-01	3.03075255E-02	9.13055509E-02	3.93473635E-01	2.44301729E-02	4.58340912E-01	1.14953052E+00
2.49400000E-01	3.02003974E-01	3.03689660E-02	9.12064005E-02	3.93210375E-01	2.44844202E-02	4.58434700E-01	1.14975665E+00
2.49600000E-01	3.01839808E-01	3.04304639E-02	9.11072694E-02	3.92947077E-01	2.45387358E-02	4.58528559E-01	1.14998290E+00
2.49800000E-01	3.01675584E-01	3.04920192E-02	9.10081578E-02	3.92683741E-01	2.45931196E-02	4.58622489E-01	1.15020927E+00
2.50000000E-01	3.01511303E-01	3.05536318E-02	9.09090657E-02	3.92420369E-01	2.46475716E-02	4.58716490E-01	1.15043577E+00
2.50200000E-01	3.01346965E-01	3.06153017E-02	9.08099935E-02	3.92156959E-01	2.47020918E-02	4.58810562E-01	1.15066238E+00
2.50400000E-01	3.01182571E-01	3.06770287E-02	9.07109411E-02	3.91893512E-01	2.47566802E-02	4.58904705E-01	1.15088911E+00
2.50600000E-01	3.01018120E-01	3.07388129E-02	9.06119088E-02	3.91630029E-01	2.48113369E-02	4.58998919E-01	1.15111597E+00
2.50800000E-01	3.00853613E-01	3.08006542E-02	9.05128967E-02	3.91366510E-01	2.48660617E-02	4.59093204E-01	1.15134294E+00
2.51000000E-01	3.00689050E-01	3.08625525E-02	9.04139050E-02	3.91102955E-01	2.49208547E-02	4.59187560E-01	1.15157003E+00
2.51200000E-01	3.00524431E-01	3.09245077E-02	9.03149338E-02	3.90839365E-01	2.49757159E-02	4.59281987E-01	1.15179724E+00
2.51400000E-01	3.00359756E-01	3.09865198E-02	9.02159832E-02	3.90575739E-01	2.50306452E-02	4.59376485E-01	1.15202457E+00
2.51600000E-01	3.00195026E-01	3.10485888E-02	9.01170534E-02	3.90312079E-01	2.50856428E-02	4.59471053E-01	1.15225202E+00
2.51800000E-01	3.00030239E-01	3.11107145E-02	9.00181445E-02	3.90048384E-01	2.51407084E-02	4.59565693E-01	1.15247958E+00
2.52000000E-01	2.99865398E-01	3.11728970E-02	8.99192567E-02	3.89784654E-01	2.51958422E-02	4.59660403E-01	1.15270727E+00
2.52200000E-01	2.99700501E-01	3.12351361E-02	8.98203901E-02	3.89520891E-01	2.52510442E-02	4.59755184E-01	1.15293507E+00
2.52400000E-01	2.99535549E-01	3.12974318E-02	8.97215450E-02	3.89257094E-01	2.53063143E-02	4.59850036E-01	1.15316299E+00
2.52600000E-01	2.99370542E-01	3.13597840E-02	8.96227213E-02	3.88993263E-01	2.53616525E-02	4.59944959E-01	1.15339102E+00
2.52800000E-01	2.99205480E-01	3.14221927E-02	8.95239193E-02	3.88729399E-01	2.54170588E-02	4.60039953E-01	1.15361918E+00
2.53000000E-01	2.99040364E-01	3.14846578E-02	8.94251391E-02	3.88465503E-01	2.54725332E-02	4.60135017E-01	1.15384745E+00
2.53200000E-01	2.98875193E-01	3.15471792E-02	8.93263808E-02	3.88201573E-01	2.55280757E-02	4.60230152E-01	1.15407584E+00
2.53400000E-01	2.98709967E-01	3.16097570E-02	8.92276446E-02	3.87937612E-01	2.55836862E-02	4.60325357E-01	1.15430434E+00
2.53600000E-01	2.98544688E-01	3.16723909E-02	8.91289307E-02	3.87673619E-01	2.56393649E-02	4.60420634E-01	1.15453296E+00
2.53800000E-01	2.98379354E-01	3.17350811E-02	8.90302392E-02	3.87409594E-01	2.56951116E-02	4.60515981E-01	1.15476170E+00
2.54000000E-01	2.98213967E-01	3.17978273E-02	8.89315701E-02	3.87145537E-01	2.57509264E-02	4.60611398E-01	1.15499055E+00
2.54200000E-01	2.98048526E-01	3.18606295E-02	8.88329238E-02	3.86881450E-01	2.58068092E-02	4.60706886E-01	1.15521952E+00
2.54400000E-01	2.97883031E-01	3.19234878E-02	8.87343002E-02	3.86617331E-01	2.58627600E-02	4.60802445E-01	1.15544860E+00
2.54600000E-01	2.97717483E-01	3.19864019E-02	8.86356997E-02	3.86353183E-01	2.59187788E-02	4.60898074E-01	1.15567780E+00
2.54800000E-01	2.97551881E-01	3.20493719E-02	8.85371222E-02	3.86089004E-01	2.59748657E-02	4.60993773E-01	1.15590711E+00
2.55000000E-01	2.97386227E-01	3.21123977E-02	8.84385679E-02	3.85824795E-01	2.60310206E-02	4.61089543E-01	1.15613654E+00
2.55200000E-01	2.97220519E-01	3.21754792E-02	8.83400371E-02	3.85560556E-01	2.60872434E-02	4.61185384E-01	1.15636608E+00
2.55400000E-01	2.97054759E-01	3.22386164E-02	8.82415298E-02	3.85296289E-01	2.61435342E-02	4.61281295E-01	1.15659573E+00
2.55600000E-01	2.96888946E-01	3.23018092E-02	8.81430461E-02	3.85031992E-01	2.61998930E-02	4.61377276E-01	1.15682550E+00
2.55800000E-01	2.96723080E-01	3.23650575E-02	8.80445862E-02	3.84767666E-01	2.62563198E-02	4.61473328E-01	1.15705539E+00
2.56000000E-01	2.96557162E-01	3.24283613E-02	8.79461503E-02	3.84503312E-01	2.63128145E-02	4.61569450E-01	1.15728539E+00
2.56200000E-01	2.96391192E-01	3.24917205E-02	8.78477385E-02	3.84238930E-01	2.63693771E-02	4.61665643E-01	1.15751550E+00
2.56400000E-01	2.96225169E-01	3.25551351E-02	8.77493510E-02	3.83974520E-01	2.64260076E-02	4.61761905E-01	1.15774572E+00
2.56600000E-01	2.96059095E-01	3.26186049E-02	8.76509878E-02	3.83710083E-01	2.64827061E-02	4.61858238E-01	1.15797605E+00
2.56800000E-01	2.95892969E-01	3.26821300E-02	8.75526491E-02	3.83445618E-01	2.65394724E-02	4.61954642E-01	1.15820650E+00
2.57000000E-01	2.95726791E-01	3.27457102E-02	8.74543351E-02	3.83181126E-01	2.65963067E-02	4.62051115E-01	1.15843706E+00
2.57200000E-01	2.95560562E-01	3.28093455E-02	8.73560459E-02	3.82916608E-01	2.66532088E-02	4.62147659E-01	1.15866774E+00
2.57400000E-01	2.95394282E-01	3.28730359E-02	8.72577817E-02	3.82652063E-01	2.67101787E-02	4.62244273E-01	1.15889852E+00
2.57600000E-01	2.95227950E-01	3.29367812E-02	8.71595425E-02	3.82387493E-01	2.67672165E-02	4.62340957E-01	1.15912942E+00
2.57800000E-01	2.95061567E-01	3.30005814E-02	8.70613285E-02	3.82122896E-01	2.68243222E-02	4.62437711E-01	1.15936042E+00
2.58000000E-01	2.94895134E-01	3.30644364E-02	8.69631399E-02	3.81858274E-01	2.68814956E-02	4.62534535E-01	1.15959154E+00
2.58200000E-01	2.94728650E-01	3.31283462E-02	8.68649769E-02	3.81593626E-01	2.69387369E-02	4.62631430E-01	1.15982277E+00
2.58400000E-01	2.94562115E-01	3.31923108E-02	8.67668394E-02	3.81328954E-01	2.69960459E-02	4.62728394E-01	1.16005411E+00
2.58600000E-01	2.94395529E-01	3.32563299E-02	8.66687277E-02	3.81064257E-01	2.70534228E-02	4.62825428E-01	1.16028556E+00
2.58800000E-01	2.94228894E-01	3.33204037E-02	8.65706420E-02	3.80799536E-01	2.71108674E-02	4.62922533E-01	1.16051712E+00
2.59000000E-01	2.94062208E-01	3.33845319E-02	8.64725823E-02	3.80534791E-01	2.71683797E-02	4.63019707E-01	1.16074880E+00
2.59200000E-01	2.93895473E-01	3.34487146E-02	8.63745488E-02	3.80270021E-01	2.72259598E-02	4.63116952E-01	1.16098058E+00
2.59400000E-01	2.93728687E-01	3.35129517E-02	8.62765417E-02	3.80005229E-01	2.72836076E-02	4.63214266E-01	1.16121247E+00
2.59600000E-01	2.93561852E-01	3.35772431E-02	8.61785610E-02	3.79740413E-01	2.73413232E-02	4.63311650E-01	1.16144446E+00
2.59800000E-01	2.93394968E-01	3.36415887E-02	8.60806070E-02	3.79475575E-01	2.73991064E-02	4.63409104E-01	1.16167657E+00
2.60000000E-01	2.93228034E-01	3.37059885E-02	8.59826797E-02	3.79210713E-01	2.74569573E-02	4.63506628E-01	1.16190879E+00
2.60200000E-01	2.93061050E-01	3.37704424E-02	8.58847793E-02	3.78945830E-01	2.75148759E-02	4.63604222E-01	1.16214111E+00
2.60400000E-01	2.92894018E-01	3.38349504E-02	8.57869059E-02	3.78680924E-01	2.75728621E-02	4.63701885E-01	1.16237355E+00
2.60600000E-01	2.92726937E-01	3.38995124E-02	8.56890597E-02	3.78415997E-01	2.76309159E-02	4.63799619E-01	1.16260609E+00
2.60800000E-01	2.92559807E-01	3.39641283E-02	8.55912409E-02	3.78151048E-01	2.76890374E-02	4.63897422E-01	1.16283874E+00
2.61000000E-01	2.92392629E-01	3.40287980E-02	8.54934494E-02	3.77886078E-01	2.77472265E-02	4.63995295E-01	1.16307149E+00
2.61200000E-01	2.92225402E-01	3.40935216E-02	8.53956855E-02	3.77621087E-01	2.78054832E-02	4.64093237E-01	1.16330436E+00
2.61400000E-01	2.92058127E-01	3.41582988E-02	8.52979494E-02	3.77356076E-01	2.78638074E-02	4.64191249E-01	1.16353733E+00
2.61600000E-01	2.91890803E-01	3.42231297E-02	8.52002411E-02	3.77091044E-01	2.79221992E-02	4.64289331E-01	1.16377040E+00
2.61800000E-01	2.91723432E-01	3.42880142E-02	8.51025608E-02	3.76825993E-01	2.79806586E-02	4.64387482E-01	1.16400359E+00
2.62000000E-01	2.91556013E-01	3.43529522E-02	8.50049086E-02	3.76560921E-01	2.80391855E-02	4.64485703E-01	1.16423688E+00
2.62200000E-01	2.91388546E-01	3.44179436E-02	8.49072847E-02	3.76295831E-01	2.80977799E-02	4.64583994E-01	1.16447027E+00
2.62400000E-01	2.91221032E-01	3.44829885E-02	8.48096892E-02	3.76030721E-01	2.81564417E-02	4.64682354E-01	1.16470378E+00
2.62600000E-01	2.91053470E-01	3.45480866E-02	8.47121222E-02	3.75765592E-01	2.82151711E-02	4.64780783E-01	1.16493738E+00
2.62800000E-01	2.90885861E-01	3.46132380E-02	8.46145839E-02	3.75500445E-01	2.82739679E-02	4.64879282E-01	1.16517109E+00
2.63000000E-01	2.90718204E-01	3.46784426E-02	8.45170744E-02	3.75235279E-01	2.83328322E-02	4.64977851E-01	1.16540491E+00
2.63200000E-01	2.90550501E-01	3.47437003E-02	8.44195939E-02	3.74970095E-01	2.83917639E-02	4.65076489E-01	1.16563883E+00
2.63400000E-01	2.90382752E-01	3.48090110E-02	8.43221424E-02	3.74704894E-01	2.84507630E-02	4.65175196E-01	1.16587286E+00
2.63600000E-01	2.90214955E-01	3.48743748E-02	8.42247201E-02	3.74439675E-01	2.85098295E-02	4.65273972E-01	1.16610699E+00
2.63800000E-01	2.90047112E-01	3.49397914E-02	8.41273272E-02	3.74174439E-01	2.85689634E-02	4.65372818E-01	1.16634123E+00
2.64000000E-01	2.89879223E-01	3.50052608E-02	8.40299638E-02	3.73909187E-01	2.86281646E-02	4.65471734E-01	1.16657557E+00
2.64200000E-01	2.89711287E-01	3.50707831E-02	8.39326300E-02	3.73643917E-01	2.86874332E-02	4.65570718E-01	1.16681001E+00
2.64400000E-01	2.89543306E-01	3.51363580E-02	8.38353259E-02	3.73378632E-01	2.87467691E-02	4.65669772E-01	1.16704455E+00
2.64600000E-01	2.89375278E-01	3.52019856E-02	8.37380517E-02	3.73113330E-01	2.88061722E-02	4.65768895E-01	1.16727920E+00
2.64800000E-01	2.89207205E-01	3.52676657E-02	8.36408076E-02	3.72848013E-01	2.88656427E-02	4.65868087E-01	1.16751395E+00
2.65000000E-01	2.89039087E-01	3.53333984E-02	8.35435936E-02	3.72582680E-01	2.89251805E-02	4.65967349E-01	1.16774881E+00
2.65200000E-01	2.88870922E-01	3.53991834E-02	8.34464098E-02	3.72317332E-01	2.89847855E-02	4.66066679E-01	1.16798376E+00
2.65400000E-01	2.88702713E-01	3.54650208E-02	8.33492565E-02	3.72051970E-01	2.90444577E-02	4.66166079E-01	1.16821882E+00
2.65600000E-01	2.88534459E-01	3.55309105E-02	8.32521338E-02	3.71786592E-01	2.91041971E-02	4.66265548E-01	1.16845398E+00
2.65800000E-01	2.88366159E-01	3.55968525E-02	8.31550417E-02	3.71521201E-01	2.91640038E-02	4.66365086E-01	1.16868924E+00
2.66000000E-01	2.88197815E-01	3.56628466E-02	8.30579805E-02	3.71255795E-01	2.92238776E-02	4.66464692E-01	1.16892460E+00
2.66200000E-01	2.88029426E-01	3.57288927E-02	8.29609502E-02	3.70990376E-01	2.92838185E-02	4.66564368E-01	1.16916007E+00
2.66400000E-01	2.87860992E-01	3.57949909E-02	8.28639509E-02	3.70724943E-01	2.93438266E-02	4.66664113E-01	1.16939563E+00
2.66600000E-01	2.87692515E-01	3.58611410E-02	8.27669829E-02	3.70459498E-01	2.94039018E-02	4.66763927E-01	1.16963129E+00
2.66800000E-01	2.87523993E-01	3.59273430E-02	8.26700463E-02	3.70194039E-01	2.94640441E-02	4.66863810E-01	1.16986706E+00
2.67000000E-01	2.87355426E-01	3.59935967E-02	8.25731411E-02	3.69928568E-01	2.95242534E-02	4.66963761E-01	1.17010292E+00
2.67200000E-01	2.87186816E-01	3.60599023E-02	8.24762675E-02	3.69663084E-01	2.95845299E-02	4.67063782E-01	1.17033889E+00
2.67400000E-01	2.87018163E-01	3.61262594E-02	8.23794257E-02	3.69397588E-01	2.96448733E-02	4.67163871E-01	1.17057495E+00
2.67600000E-01	2.86849465E-01	3.61926682E-02	8.22826157E-02	3.69132081E-01	2.97052838E-02	4.67264029E-01	1.17081111E+00
2.67800000E-01	2.86680724E-01	3.62591285E-02	8.21858378E-02	3.68866562E-01	2.97657613E-02	4.67364256E-01	1.17104737E+00
2.68000000E-01	2.86511940E-01	3.63256402E-02	8.20890920E-02	3.68601032E-01	2.98263057E-02	4.67464551E-01	1.17128373E+00
2.68200000E-01	2.86343113E-01	3.63922033E-02	8.19923784E-02	3.68335491E-01	2.98869171E-02	4.67564916E-01	1.17152019E+00
2.68400000E-01	2.86174243E-01	3.64588177E-02	8.18956972E-02	3.68069940E-01	2.99475954E-02	4.67665348E-01	1.17175675E+00
2.68600000E-01	2.86005330E-01	3.65254833E-02	8.17990486E-02	3.67804378E-01	3.00083406E-02	4.67765850E-01	1.17199340E+00
2.68800000E-01	2.85836374E-01	3.65922002E-02	8.17024326E-02	3.67538806E-01	3.00691527E-02	4.67866420E-01	1.17223016E+00
2.69000000E-01	2.85667375E-01	3.66589680E-02	8.16058494E-02	3.67273225E-01	3.01300317E-02	4.67967059E-01	1.17246700E+00
2.69200000E-01	2.85498335E-01	3.67257870E-02	8.15092991E-02	3.67007634E-01	3.01909775E-02	4.68067767E-01	1.17270395E+00
2.69400000E-01	2.85329252E-01	3.67926568E-02	8.14127819E-02	3.66742034E-01	3.02519901E-02	4.68168543E-01	1.17294099E+00
2.69600000E-01	2.85160127E-01	3.68595776E-02	8.13162978E-02	3.66476424E-01	3.03130696E-02	4.68269387E-01	1.17317813E+00
2.69800000E-01	2.84990960E-01	3.69265491E-02	8.12198470E-02	3.66210807E-01	3.03742158E-02	4.68370300E-01	1.17341537E+00
