2022-01-02 19:47:45
Density	Radius	Energy	Rest mass
1.70008300E+01	5.55071826E-01	1.08447546E-01	1.02621478E-01
1.71008290E+01	5.55052979E-01	1.08476127E-01	1.02658096E-01
1.72008280E+01	5.55042236E-01	1.08504182E-01	1.02694044E-01
1.73008270E+01	5.55023486E-01	1.08531720E-01	1.02729333E-01
1.74008260E+01	5.55006836E-01	1.08558750E-01	1.02763974E-01
1.75008250E+01	5.54992773E-01	1.08585279E-01	1.02797976E-01
1.76008240E+01	5.54974707E-01	1.08611316E-01	1.02831350E-01
1.77008230E+01	5.54952979E-01	1.08636869E-01	1.02864106E-01
1.78008220E+01	5.54939600E-01	1.08661944E-01	1.02896254E-01
1.79008210E+01	5.54902637E-01	1.08686551E-01	1.02927803E-01
1.80008200E+01	5.54884570E-01	1.08710697E-01	1.02958764E-01
1.81008190E+01	5.54854248E-01	1.08734389E-01	1.02989145E-01
1.82008180E+01	5.54828369E-01	1.08757634E-01	1.03018956E-01
1.83008170E+01	5.54804248E-01	1.08780440E-01	1.03048206E-01
1.84008160E+01	5.54784473E-01	1.08802813E-01	1.03076905E-01
1.85008150E+01	5.54752539E-01	1.08824762E-01	1.03105060E-01
1.86008140E+01	5.54739014E-01	1.08846292E-01	1.03132681E-01
1.87008130E+01	5.54689160E-01	1.08867411E-01	1.03159776E-01
1.88008120E+01	5.54656055E-01	1.08888125E-01	1.03186354E-01
1.89008110E+01	5.54625488E-01	1.08908441E-01	1.03212423E-01
1.90008100E+01	5.54596826E-01	1.08928365E-01	1.03237991E-01
1.91008090E+01	5.54571289E-01	1.08947903E-01	1.03263067E-01
1.92008080E+01	5.54542187E-01	1.08967063E-01	1.03287658E-01
1.93008070E+01	5.54494482E-01	1.08985850E-01	1.03311773E-01
1.94008060E+01	5.54458545E-01	1.09004269E-01	1.03335418E-01
1.95008050E+01	5.54423975E-01	1.09022328E-01	1.03358601E-01
1.96008040E+01	5.54392773E-01	1.09040032E-01	1.03381331E-01
1.97008030E+01	5.54355957E-01	1.09057387E-01	1.03403614E-01
1.98008020E+01	5.54313086E-01	1.09074398E-01	1.03425457E-01
1.99008010E+01	5.54278320E-01	1.09091071E-01	1.03446868E-01
2.00008000E+01	5.54242285E-01	1.09107411E-01	1.03467853E-01
2.01007990E+01	5.54202246E-01	1.09123425E-01	1.03488420E-01
2.02007980E+01	5.54171533E-01	1.09139116E-01	1.03508575E-01
2.03007970E+01	5.54138477E-01	1.09154492E-01	1.03528324E-01
2.04007960E+01	5.54086475E-01	1.09169556E-01	1.03547676E-01
2.05007950E+01	5.54043799E-01	1.09184313E-01	1.03566635E-01
2.06007940E+01	5.54004248E-01	1.09198770E-01	1.03585208E-01
2.07007930E+01	5.53971533E-01	1.09212930E-01	1.03603401E-01
2.08007920E+01	5.53938135E-01	1.09226798E-01	1.03621221E-01
2.09007910E+01	5.53884521E-01	1.09240379E-01	1.03638674E-01
2.10007900E+01	5.53838232E-01	1.09253679E-01	1.03655765E-01
2.11007890E+01	5.53798242E-01	1.09266701E-01	1.03672501E-01
2.12007880E+01	5.53758545E-01	1.09279449E-01	1.03688886E-01
2.13007870E+01	5.53709668E-01	1.09291929E-01	1.03704928E-01
2.14007860E+01	5.53671973E-01	1.09304145E-01	1.03720631E-01
2.15007850E+01	5.53624512E-01	1.09316101E-01	1.03736000E-01
2.16007840E+01	5.53586719E-01	1.09327801E-01	1.03751042E-01
2.17007830E+01	5.53546582E-01	1.09339250E-01	1.03765761E-01
2.18007820E+01	5.53496289E-01	1.09350451E-01	1.03780162E-01
2.19007810E+01	5.53449463E-01	1.09361408E-01	1.03794252E-01
2.20007800E+01	5.53406250E-01	1.09372126E-01	1.03808034E-01
2.21007790E+01	5.53371338E-01	1.09382608E-01	1.03821514E-01
2.22007780E+01	5.53317187E-01	1.09392859E-01	1.03834697E-01
2.23007770E+01	5.53274658E-01	1.09402881E-01	1.03847587E-01
2.24007760E+01	5.53226465E-01	1.09412679E-01	1.03860189E-01
2.25007750E+01	5.53187207E-01	1.09422257E-01	1.03872508E-01
2.26007740E+01	5.53146387E-01	1.09431617E-01	1.03884548E-01
2.27007730E+01	5.53093408E-01	1.09440764E-01	1.03896314E-01
2.28007720E+01	5.53046680E-01	1.09449700E-01	1.03907811E-01
2.29007710E+01	5.53002246E-01	1.09458429E-01	1.03919042E-01
2.30007700E+01	5.52969043E-01	1.09466956E-01	1.03930012E-01
2.31007690E+01	5.52909082E-01	1.09475282E-01	1.03940725E-01
2.32007680E+01	5.52871143E-01	1.09483411E-01	1.03951185E-01
2.33007670E+01	5.52818750E-01	1.09491346E-01	1.03961396E-01
2.34007660E+01	5.52777295E-01	1.09499091E-01	1.03971363E-01
2.35007650E+01	5.52742725E-01	1.09506649E-01	1.03981089E-01
2.36007640E+01	5.52684814E-01	1.09514022E-01	1.03990578E-01
2.37007630E+01	5.52636475E-01	1.09521213E-01	1.03999834E-01
2.38007620E+01	5.52592920E-01	1.09528226E-01	1.04008861E-01
2.39007610E+01	5.52549414E-01	1.09535063E-01	1.04017662E-01
2.40007600E+01	5.52496973E-01	1.09541728E-01	1.04026240E-01
2.41007590E+01	5.52449707E-01	1.09548222E-01	1.04034601E-01
2.42007580E+01	5.52405225E-01	1.09554550E-01	1.04042746E-01
2.43007570E+01	5.52369336E-01	1.09560712E-01	1.04050680E-01
2.44007560E+01	5.52310840E-01	1.09566713E-01	1.04058406E-01
2.45007550E+01	5.52271338E-01	1.09572555E-01	1.04065928E-01
2.46007540E+01	5.52221045E-01	1.09578239E-01	1.04073247E-01
2.47007530E+01	5.52178076E-01	1.09583770E-01	1.04080369E-01
2.48007520E+01	5.52142187E-01	1.09589149E-01	1.04087295E-01
2.49007510E+01	5.52085596E-01	1.09594378E-01	1.04094030E-01
2.50007500E+01	5.52036768E-01	1.09599461E-01	1.04100575E-01
2.51007490E+01	5.51993457E-01	1.09604399E-01	1.04106935E-01
2.52007480E+01	5.51950000E-01	1.09609195E-01	1.04113113E-01
2.53007470E+01	5.51898242E-01	1.09613852E-01	1.04119110E-01
2.54007460E+01	5.51851025E-01	1.09618371E-01	1.04124930E-01
2.55007450E+01	5.51806592E-01	1.09622754E-01	1.04130577E-01
2.56007440E+01	5.51771045E-01	1.09627004E-01	1.04136051E-01
2.57007430E+01	5.51713086E-01	1.09631123E-01	1.04141358E-01
2.58007420E+01	5.51673096E-01	1.09635114E-01	1.04146498E-01
2.59007410E+01	5.51623486E-01	1.09638977E-01	1.04151476E-01
2.60007400E+01	5.51585498E-01	1.09642716E-01	1.04156292E-01
2.61007390E+01	5.51543506E-01	1.09646332E-01	1.04160951E-01
2.62007380E+01	5.51488721E-01	1.09649827E-01	1.04165454E-01
2.63007370E+01	5.51443213E-01	1.09653203E-01	1.04169805E-01
2.64007360E+01	5.51399121E-01	1.09656462E-01	1.04174005E-01
2.65007350E+01	5.51356152E-01	1.09659607E-01	1.04178056E-01
2.66007340E+01	5.51305811E-01	1.09662638E-01	1.04181963E-01
2.67007330E+01	5.51269092E-01	1.09665558E-01	1.04185725E-01
2.68007320E+01	5.51218213E-01	1.09668368E-01	1.04189347E-01
2.69007310E+01	5.51177344E-01	1.09671071E-01	1.04192830E-01
2.70007300E+01	5.51142187E-01	1.09673668E-01	1.04196177E-01
2.71007290E+01	5.51086475E-01	1.09676160E-01	1.04199389E-01
2.72007280E+01	5.51039160E-01	1.09678550E-01	1.04202469E-01
2.73007270E+01	5.50997314E-01	1.09680838E-01	1.04205420E-01
2.74007260E+01	5.50955273E-01	1.09683028E-01	1.04208242E-01
2.75007250E+01	5.50905469E-01	1.09685120E-01	1.04210938E-01
2.76007240E+01	5.50869238E-01	1.09687115E-01	1.04213511E-01
2.77007230E+01	5.50818994E-01	1.09689017E-01	1.04215962E-01
2.78007220E+01	5.50784619E-01	1.09690825E-01	1.04218293E-01
2.79007210E+01	5.50742969E-01	1.09692541E-01	1.04220506E-01
2.80007200E+01	5.50689014E-01	1.09694168E-01	1.04222603E-01
2.81007190E+01	5.50644531E-01	1.09695706E-01	1.04224586E-01
2.82007180E+01	5.50602393E-01	1.09697157E-01	1.04226457E-01
2.83007170E+01	5.50569336E-01	1.09698522E-01	1.04228217E-01
2.84007160E+01	5.50513525E-01	1.09699803E-01	1.04229869E-01
2.85007150E+01	5.50474707E-01	1.09701001E-01	1.04231414E-01
2.86007140E+01	5.50428564E-01	1.09702118E-01	1.04232853E-01
2.87007130E+01	5.50392236E-01	1.09703154E-01	1.04234190E-01
2.88007120E+01	5.50350488E-01	1.09704111E-01	1.04235424E-01
2.89007110E+01	5.50301416E-01	1.09704991E-01	1.04236559E-01
2.90007100E+01	5.50269287E-01	1.09705795E-01	1.04237595E-01
2.91007090E+01	5.50218457E-01	1.09706523E-01	1.04238534E-01
2.92007080E+01	5.50184473E-01	1.09707177E-01	1.04239378E-01
2.93007070E+01	5.50143994E-01	1.09707759E-01	1.04240128E-01
2.94007060E+01	5.50093652E-01	1.09708269E-01	1.04240786E-01
2.95007050E+01	5.50050049E-01	1.09708709E-01	1.04241354E-01
2.96007040E+01	5.50010498E-01	1.09709080E-01	1.04241832E-01
2.97007030E+01	5.49974561E-01	1.09709383E-01	1.04242223E-01
2.98007020E+01	5.49942187E-01	1.09709619E-01	1.04242527E-01
2.99007010E+01	5.49887842E-01	1.09709789E-01	1.04242746E-01
3.00007000E+01	5.49846338E-01	1.09709894E-01	1.04242882E-01
3.01006990E+01	5.49805469E-01	1.09709936E-01	1.04242936E-01
3.02006980E+01	5.49772217E-01	1.09709915E-01	1.04242909E-01
3.03006970E+01	5.49738623E-01	1.09709833E-01	1.04242803E-01
3.04006960E+01	5.49686523E-01	1.09709690E-01	1.04242619E-01
3.05006950E+01	5.49643848E-01	1.09709488E-01	1.04242358E-01
3.06006940E+01	5.49604590E-01	1.09709227E-01	1.04242022E-01
3.07006930E+01	5.49572021E-01	1.09708909E-01	1.04241611E-01
3.08006920E+01	5.49538721E-01	1.09708534E-01	1.04241127E-01
3.09006910E+01	5.49487012E-01	1.09708103E-01	1.04240572E-01
3.10006900E+01	5.49446094E-01	1.09707618E-01	1.04239946E-01
3.11006890E+01	5.49406592E-01	1.09707079E-01	1.04239250E-01
3.12006880E+01	5.49374023E-01	1.09706487E-01	1.04238486E-01
3.13006870E+01	5.49342187E-01	1.09705843E-01	1.04237655E-01
3.14006860E+01	5.49292236E-01	1.09705148E-01	1.04236759E-01
3.15006850E+01	5.49250049E-01	1.09704403E-01	1.04235797E-01
3.16006840E+01	5.49212451E-01	1.09703608E-01	1.04234771E-01
3.17006830E+01	5.49178418E-01	1.09702765E-01	1.04233683E-01
3.18006820E+01	5.49146045E-01	1.09701874E-01	1.04232533E-01
3.19006810E+01	5.49098340E-01	1.09700936E-01	1.04231323E-01
3.20006800E+01	5.49069092E-01	1.09699952E-01	1.04230053E-01
3.21006790E+01	5.49022998E-01	1.09698923E-01	1.04228725E-01
3.22006780E+01	5.48988867E-01	1.09697849E-01	1.04227338E-01
3.23006770E+01	5.48952832E-01	1.09696731E-01	1.04225896E-01
3.24006760E+01	5.48909375E-01	1.09695570E-01	1.04224398E-01
3.25006750E+01	5.48875342E-01	1.09694367E-01	1.04222845E-01
3.26006740E+01	5.48837305E-01	1.09693122E-01	1.04221238E-01
3.27006730E+01	5.48801074E-01	1.09691836E-01	1.04219579E-01
3.28006720E+01	5.48771729E-01	1.09690511E-01	1.04217868E-01
3.29006710E+01	5.48742334E-01	1.09689145E-01	1.04216105E-01
3.30006700E+01	5.48692773E-01	1.09687741E-01	1.04214293E-01
3.31006690E+01	5.48652930E-01	1.09686299E-01	1.04212432E-01
3.32006680E+01	5.48618652E-01	1.09684820E-01	1.04210522E-01
3.33006670E+01	5.48587207E-01	1.09683303E-01	1.04208564E-01
3.34006660E+01	5.48552148E-01	1.09681751E-01	1.04206560E-01
3.35006650E+01	5.48510498E-01	1.09680163E-01	1.04204510E-01
3.36006640E+01	5.48477197E-01	1.09678540E-01	1.04202415E-01
3.37006630E+01	5.48442285E-01	1.09676883E-01	1.04200276E-01
3.38006620E+01	5.48406006E-01	1.09675192E-01	1.04198093E-01
3.39006610E+01	5.48375830E-01	1.09673468E-01	1.04195868E-01
3.40006600E+01	5.48346045E-01	1.09671712E-01	1.04193601E-01
3.41006590E+01	5.48300537E-01	1.09669924E-01	1.04191292E-01
3.42006580E+01	5.48271533E-01	1.09668105E-01	1.04188943E-01
3.43006570E+01	5.48234814E-01	1.09666254E-01	1.04186554E-01
3.44006560E+01	5.48199805E-01	1.09664374E-01	1.04184127E-01
