2022-01-02 19:47:45
Density	Radius	Energy	Rest mass
4.82121423E+17	5.47744727E+00	1.32695722E+54	7.05352495E-01
4.83468094E+17	5.47702637E+00	1.32692973E+54	7.05332626E-01
4.84814764E+17	5.47674414E+00	1.32690196E+54	7.05312562E-01
4.86161434E+17	5.47642187E+00	1.32687393E+54	7.05292306E-01
4.87508104E+17	5.47609229E+00	1.32684564E+54	7.05271861E-01
4.88854775E+17	5.47584668E+00	1.32681709E+54	7.05251233E-01
4.90201445E+17	5.47551514E+00	1.32678829E+54	7.05230423E-01
4.91548115E+17	5.47513184E+00	1.32675925E+54	7.05209437E-01
4.92894785E+17	5.47486621E+00	1.32672997E+54	7.05188276E-01
4.94241456E+17	5.47452148E+00	1.32670046E+54	7.05166945E-01
4.95588126E+17	5.47422998E+00	1.32667071E+54	7.05145447E-01
4.96934796E+17	5.47396045E+00	1.32664073E+54	7.05123786E-01
4.98281467E+17	5.47371387E+00	1.32661054E+54	7.05101964E-01
4.99628137E+17	5.47343164E+00	1.32658013E+54	7.05079986E-01
5.00974807E+17	5.47300830E+00	1.32654950E+54	7.05057853E-01
5.02321477E+17	5.47274219E+00	1.32651867E+54	7.05035570E-01
5.03668148E+17	5.47242871E+00	1.32648764E+54	7.05013140E-01
5.05014818E+17	5.47212207E+00	1.32645640E+54	7.04990565E-01
5.06361488E+17	5.47187354E+00	1.32642497E+54	7.04967848E-01
5.07708158E+17	5.47157080E+00	1.32639335E+54	7.04944993E-01
5.09054829E+17	5.47138623E+00	1.32636154E+54	7.04922002E-01
5.10401499E+17	5.47096289E+00	1.32632954E+54	7.04898879E-01
5.11748169E+17	5.47071338E+00	1.32629737E+54	7.04875626E-01
5.13094840E+17	5.47037744E+00	1.32626502E+54	7.04852246E-01
5.14441510E+17	5.47009229E+00	1.32623250E+54	7.04828742E-01
5.15788180E+17	5.46985937E+00	1.32619982E+54	7.04805116E-01
