2022-01-03 16:06:01
Density	Radius	Energy	Rest mass
1.99000000E+04	1.43598438E-01	2.21265370E+02	4.55467081E+00
2.00000000E+04	1.43365625E-01	2.21627763E+02	4.55467081E+00
2.01000000E+04	1.43132031E-01	2.21988950E+02	4.55467081E+00
2.02000000E+04	1.42892188E-01	2.22348941E+02	4.55467081E+00
2.03000000E+04	1.42665625E-01	2.22707746E+02	4.55467081E+00
2.04000000E+04	1.42425000E-01	2.23065374E+02	4.55467081E+00
2.05000000E+04	1.42185938E-01	2.23421836E+02	4.55467081E+00
2.06000000E+04	1.41962500E-01	2.23777140E+02	4.55467081E+00
2.07000000E+04	1.41734375E-01	2.24131296E+02	4.55467081E+00
2.08000000E+04	1.41504688E-01	2.24484313E+02	4.55467081E+00
2.09000000E+04	1.41282031E-01	2.24836201E+02	4.55467081E+00
2.10000000E+04	1.41064063E-01	2.25186968E+02	4.55467081E+00
2.11000000E+04	1.40845313E-01	2.25536624E+02	4.55467081E+00
2.12000000E+04	1.40603125E-01	2.25885176E+02	4.55467081E+00
2.13000000E+04	1.40383594E-01	2.26232634E+02	4.55467081E+00
2.14000000E+04	1.40167969E-01	2.26579006E+02	4.55467081E+00
2.15000000E+04	1.39950781E-01	2.26924301E+02	4.55467081E+00
2.16000000E+04	1.39738281E-01	2.27268526E+02	4.55467081E+00
2.17000000E+04	1.39528125E-01	2.27611691E+02	4.55467081E+00
2.18000000E+04	1.39309375E-01	2.27953804E+02	4.55467081E+00
2.19000000E+04	1.39094531E-01	2.28294871E+02	4.55467081E+00
2.20000000E+04	1.38885938E-01	2.28634902E+02	4.55467081E+00
2.21000000E+04	1.38679688E-01	2.28973904E+02	4.55467081E+00
2.22000000E+04	1.38471094E-01	2.29311885E+02	4.55467081E+00
2.23000000E+04	1.38267188E-01	2.29648853E+02	4.55467081E+00
2.24000000E+04	1.38064063E-01	2.29984815E+02	4.55467081E+00
2.25000000E+04	1.37860156E-01	2.30319778E+02	4.55467081E+00
2.26000000E+04	1.37658594E-01	2.30653750E+02	4.55467081E+00
2.27000000E+04	1.37453906E-01	2.30986739E+02	4.55467081E+00
2.28000000E+04	1.37253125E-01	2.31318751E+02	4.55467081E+00
2.29000000E+04	1.37053125E-01	2.31649794E+02	4.55467081E+00
2.30000000E+04	1.36853906E-01	2.31979874E+02	4.55467081E+00
2.31000000E+04	1.36658594E-01	2.32308999E+02	4.55467081E+00
2.32000000E+04	1.36460156E-01	2.32637175E+02	4.55467081E+00
2.33000000E+04	1.36264063E-01	2.32964410E+02	4.55467081E+00
2.34000000E+04	1.36066406E-01	2.33290710E+02	4.55467081E+00
2.35000000E+04	1.35870313E-01	2.33616081E+02	4.55467081E+00
2.36000000E+04	1.35678125E-01	2.33940531E+02	4.55467081E+00
2.37000000E+04	1.35483594E-01	2.34264066E+02	4.55467081E+00
2.38000000E+04	1.35291406E-01	2.34586691E+02	4.55467081E+00
2.39000000E+04	1.35100781E-01	2.34908415E+02	4.55467081E+00
2.40000000E+04	1.34921875E-01	2.35229242E+02	4.55467081E+00
2.41000000E+04	1.34732031E-01	2.35549179E+02	4.55467081E+00
2.42000000E+04	1.34541406E-01	2.35868232E+02	4.55467081E+00
2.43000000E+04	1.34359375E-01	2.36186408E+02	4.55467081E+00
2.44000000E+04	1.34170313E-01	2.36503712E+02	4.55467081E+00
2.45000000E+04	1.33985156E-01	2.36820150E+02	4.55467081E+00
2.46000000E+04	1.33803125E-01	2.37135728E+02	4.55467081E+00
2.47000000E+04	1.33628906E-01	2.37450452E+02	4.55467081E+00
2.48000000E+04	1.33460938E-01	2.37764328E+02	4.55467081E+00
2.49000000E+04	1.33274219E-01	2.38077361E+02	4.55467081E+00
2.50000000E+04	1.33091406E-01	2.38389557E+02	4.55467081E+00
2.51000000E+04	1.32921875E-01	2.38700922E+02	4.55467081E+00
2.52000000E+04	1.32739844E-01	2.39011461E+02	4.55467081E+00
2.53000000E+04	1.32564063E-01	2.39321179E+02	4.55467081E+00
2.54000000E+04	1.32384375E-01	2.39630083E+02	4.55467081E+00
2.55000000E+04	1.32211719E-01	2.39938177E+02	4.55467081E+00
2.56000000E+04	1.32055469E-01	2.40245466E+02	4.55467081E+00
2.57000000E+04	1.31878125E-01	2.40551956E+02	4.55467081E+00
2.58000000E+04	1.31700781E-01	2.40857652E+02	4.55467081E+00
